cat_type,category,subcategory,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4
Wine,Sake,Japan Sake,"32,888","33,239","34,755","35,173","36,970"
Wine,Sake,Other Country Sake,"2,558","3,046","3,229","3,160","2,874"
Wine,Sake,USA Sake,"88,921","77,599","78,890","92,174","98,838"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,0,0
Wine,South Africa Wine,South Africa Red Wine,"118,398","115,736","125,054","157,690","120,146"
Wine,South Africa Wine,South Africa Rose Wine,36,"2,386",36,18,0
Wine,South Africa Wine,South Africa Sparkling Wine,"6,259","3,256","6,557","5,727","2,888"
Wine,South Africa Wine,South Africa White Wine,"79,286","124,402","111,524","96,928","79,336"
Wine,Spain Wine,Spain Fruit and Dessert Wine,0,0,0,0,18
Wine,Spain Wine,Spain Red Wine,"405,508","300,601","344,427","435,399","375,870"
Wine,Spain Wine,Spain Rose Wine,"1,708","12,365","11,636","4,436","6,470"
Wine,Spain Wine,Spain Sparkling Wine,"53,450","63,701","65,324","136,854","45,475"
Wine,Spain Wine,Spain White Wine,"66,300","22,516","32,653","34,487","75,018"
Wine,USA Wine,USA Fruit and Dessert Wine,68,754,451,225,184
Wine,USA Wine,USA Red Wine,"1,202,721","1,102,856","1,133,265","1,614,013","1,039,428"
Wine,USA Wine,USA Rose Wine,"122,956","138,332","130,124","125,333","122,055"
Wine,USA Wine,USA Sparkling Wine,"22,684","24,628","26,371","41,212","19,216"
Wine,USA Wine,USA White Wine,"497,869","544,248","550,162","549,759","410,961"
