cat_type,category,subcategory,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,"$7,141","$2,674","$2,442","$8,361","$3,117"
Wine,Portugal Wine,Portugal Red Wine,"$1,048,667","$1,164,841","$1,129,249","$1,313,471","$1,236,324"
Wine,Portugal Wine,Portugal Rose Wine,"$143,574","$272,173","$284,590","$212,148","$155,168"
Wine,Portugal Wine,Portugal Sparkling Wine,"$7,053","$13,818","$7,307","$5,419","$6,038"
Wine,Portugal Wine,Portugal White Wine,"$455,033","$799,821","$811,388","$464,235","$416,190"
Wine,Sake,Japan Sake,"$2,436,284","$2,268,546","$2,179,934","$2,461,888","$2,141,909"
Wine,Sake,Other Country Sake,"$73,575","$68,913","$100,877","$87,896","$71,641"
Wine,Sake,USA Sake,"$783,209","$670,768","$597,269","$766,990","$747,507"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$719,"$11,000","$4,789","$9,559",$0
Wine,South Africa Wine,South Africa Red Wine,"$896,443","$839,016","$829,879","$981,897","$805,590"
Wine,South Africa Wine,South Africa Rose Wine,"$60,148","$114,470","$125,753","$53,141","$54,971"
Wine,South Africa Wine,South Africa Sparkling Wine,"$5,930","$2,527","$2,998","$3,093","$11,972"
Wine,South Africa Wine,South Africa White Wine,"$1,005,358","$1,145,336","$1,158,240","$972,630","$962,011"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$13,592","$13,176","$14,192","$10,927","$11,863"
Wine,Spain Wine,Spain Red Wine,"$3,682,968","$3,403,633","$3,197,428","$4,424,975","$3,599,142"
Wine,Spain Wine,Spain Rose Wine,"$114,558","$259,645","$291,627","$134,670","$189,823"
Wine,Spain Wine,Spain Sparkling Wine,"$979,751","$1,318,251","$1,402,612","$2,144,225","$1,092,035"
Wine,Spain Wine,Spain White Wine,"$409,071","$505,384","$524,502","$469,132","$411,026"
Wine,USA Wine,USA Fruit and Dessert Wine,$343,$871,"$3,813",$662,$503
Wine,USA Wine,USA Red Wine,"$22,126,114","$24,822,947","$23,384,390","$33,069,125","$20,373,503"
Wine,USA Wine,USA Rose Wine,"$845,714","$1,267,863","$1,188,933","$873,890","$781,039"
Wine,USA Wine,USA Sparkling Wine,"$211,417","$175,506","$153,019","$209,722","$124,984"
Wine,USA Wine,USA White Wine,"$5,315,782","$7,026,159","$6,963,030","$7,113,235","$5,682,798"
