cat_type,category,subcategory,FY2024Q4,FY2025Q1,FY2025Q2,FY2025Q3,FY2025Q4
Spirits,Asian Spirits,China Spirits,1247337,774814,854498,1657988,1455746
Spirits,Asian Spirits,Korea Spirits,1431889,1249008,1420019,1417005,1270656
Spirits,Asian Spirits,Other Country Asian Spirits,133718,150099,170605,168408,162967
Spirits,Gin,Dry Gin,10658365,13779754,14415437,13199647,10157888
Spirits,Gin,Flavoured Gin,762258,1168127,1194470,1017220,768577
Spirits,Gin,Other Gin,494510,1000537,811398,741361,562203
Spirits,Grape and Fruit Brandy,Armagnac,103035,27790,38497,56954,48284
Spirits,Grape and Fruit Brandy,Brandy,2195932,1986908,1935321,3224104,2062821
Spirits,Grape and Fruit Brandy,Cognac,2205775,1867628,1756788,2852656,2557535
Spirits,Grape and Fruit Brandy,Eau de Vie,174612,265484,273235,378369,240257
Spirits,Grape and Fruit Brandy,Grappa And Marc,63157,61560,53493,85520,63854
Spirits,Grape and Fruit Brandy,Pisco,115466,137896,132506,135319,145198
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,7888839,9250684,9300653,10393253,8130678
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1718088,1749309,2048655,3593735,1925169
Spirits,Liqueurs,Cream/Dairy Liqueurs,5481557,6274718,7834161,19166462,5963965
Spirits,Liqueurs,Fruit Liqueurs,4990040,6584692,7453980,7570795,5709675
Spirits,Liqueurs,Nut Liqueurs,1076362,1422362,1551869,1794590,1070583
Spirits,Liqueurs,Other Liqueurs,992243,1117327,1385733,1485052,926801
Spirits,Liqueurs,Whiskey Liqueurs,1207969,1299387,1320122,2133466,1513785
Spirits,Other Spirits,Cachaca,34859,38574,48140,32788,42205
Spirits,Other Spirits,Flavoured Spirits,91190,123152,153016,474591,80602
Spirits,Other Spirits,Miscellaneous/Other Spirits,235871,192584,255170,211053,233101
Spirits,Other Spirits,Moonshine Spirits,513803,545487,656801,626064,407603
Spirits,Other Spirits,Ready to Mix Cocktails,488178,540775,565754,517400,473349
Spirits,Other Spirits,Ready to Serve Cocktails,1228030,2162347,2265409,1582258,1341030
Spirits,Other Spirits,Schnapps and Akvavit,37444,36309,36179,77952,43861
Spirits,Rum,Amber Rum,4629188,5544459,5744085,7835310,4879050
Spirits,Rum,Dark Rum,2409901,2434481,2347432,3601239,2458945
Spirits,Rum,Flavoured Rum,343742,407629,449130,489524,373076
Spirits,Rum,Spiced Rum,5671746,6637788,6647524,10933386,6080225
Spirits,Rum,White Rum,5089251,6860016,7093339,7154280,5507024
Spirits,Tequila,Blanco/Silver Tequila,7356380,10322490,12061795,9103748,7966119
Spirits,Tequila,Flavoured Tequila,542283,994023,1036314,942166,622431
Spirits,Tequila,Gold Tequila,8157166,11452337,11721646,10829780,8075055
Spirits,Tequila,Mezcal,972308,1130809,1182362,971853,943342
Spirits,Vodka,Flavoured Vodka,3806181,4612475,4589808,4222439,3681411
Spirits,Vodka,Straight Vodka,48860160,55321392,56909045,59978425,48931376
Spirits,Whisky,American Whiskey,2607951,2920597,2752420,3861557,2525901
Spirits,Whisky,Blended Malt Scotch Whisky,221485,213457,247446,336337,256288
Spirits,Whisky,Blended Scotch Whisky,6969087,7800875,7157899,9410912,7139807
Spirits,Whisky,Bourbon Whiskey,5418580,6313418,5702506,8862492,5179484
Spirits,Whisky,Canadian Whisky,24699578,29066717,28605601,33687697,26536421
Spirits,Whisky,Flavoured Whisky,757234,607639,1032943,1314804,664242
Spirits,Whisky,Irish Whiskey,5915524,4674964,5268994,7430855,5477868
Spirits,Whisky,Other Country Whisky,1456846,1395139,1132184,3016923,1335623
Spirits,Whisky,Single Malt Scotch Whisky,8299645,10098977,8066775,16274171,8581737
