cat_type,category,subcategory,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3
Spirits,Other Spirits,Moonshine Spirits,"9,502","6,081","8,484","9,108","14,542"
Spirits,Other Spirits,Ready to Mix Cocktails,"18,154","20,852","33,281","27,452","27,687"
Spirits,Other Spirits,Ready to Serve Cocktails,"72,492","54,991","96,277","123,245","82,639"
Spirits,Other Spirits,Schnapps and Akvavit,"2,299","1,051","1,427",917,"1,695"
Spirits,Rum,Amber Rum,"298,581","176,989","209,978","197,998","301,087"
Spirits,Rum,Dark Rum,"141,798","97,513","105,885","89,103","161,230"
Spirits,Rum,Flavoured Rum,"22,436","23,276","27,472","23,463","26,558"
Spirits,Rum,Spiced Rum,"464,034","213,085","263,992","253,059","484,154"
Spirits,Rum,White Rum,"311,819","236,902","306,139","308,914","334,035"
Spirits,Tequila,Blanco/Silver Tequila,"137,627","110,553","194,709","211,219","181,928"
Spirits,Tequila,Flavoured Tequila,"8,417","7,600","11,026","8,405","15,199"
Spirits,Tequila,Gold Tequila,"195,835","170,829","260,354","252,749","226,514"
Spirits,Tequila,Mezcal,"12,647","12,512","16,272","13,414","18,357"
Spirits,Vodka,Flavoured Vodka,"214,758","142,229","218,491","206,916","208,009"
Spirits,Vodka,Straight Vodka,"2,330,576","1,865,649","2,255,921","2,228,417","2,468,181"
Spirits,Whisky,American Whiskey,"86,156","60,844","80,856","64,327","105,679"
Spirits,Whisky,Blended Malt Scotch Whisky,"5,625","3,326","3,514","2,622","2,898"
Spirits,Whisky,Blended Scotch Whisky,"304,916","224,656","258,819","195,530","315,241"
Spirits,Whisky,Bourbon Whiskey,"172,400","124,815","158,264","110,653","194,894"
Spirits,Whisky,Canadian Whisky,"1,363,049","927,931","1,148,031","1,016,801","1,409,037"
Spirits,Whisky,Flavoured Whisky,"14,420","7,536","7,681","6,128","27,536"
Spirits,Whisky,Irish Whiskey,"187,885","153,243","138,202","134,030","215,893"
Spirits,Whisky,Other Country Whisky,"25,893","13,078","21,832","11,802","30,130"
Spirits,Whisky,Single Malt Scotch Whisky,"232,675","113,417","152,514","91,445","218,715"
