cat_type,category,subcategory,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$136,222,660","$136,117,705","$104,815,457","$99,969,933","$129,431,570"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$33,147,382","$38,492,046","$30,968,540","$29,809,626","$40,189,842"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$49,341,729","$52,904,002","$44,005,674","$38,014,952","$51,664,127"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$27,067,651","$26,556,592","$25,558,598","$28,205,203","$47,004,155"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$93,129","$150,470","$129,763","$150,630","$192,047"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$888,718","$1,163,330","$828,606","$830,137","$1,323,148"
Beer,Import Beer,Asia And South Pacific Beer,"$1,060,200","$1,355,234","$1,141,080","$1,122,806","$1,242,337"
Beer,Import Beer,Europe Beer,"$25,282,565","$27,520,449","$19,165,293","$17,344,171","$21,468,330"
Beer,Import Beer,Mexico And Caribbean Beer,"$15,495,375","$18,746,416","$6,182,590","$1,808,334","$3,688,402"
Beer,Import Beer,Other Country Beer,"$54,429","$61,143","$80,740","$122,427","$117,914"
Beer,Import Beer,USA Beer,"$2,361,193","$2,033,265","$1,561,354","$1,610,268","$2,078,638"
