cat_type,category,subcategory,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3
Spirits,Other Spirits,Moonshine Spirits,"6,417","6,607","6,974","8,331","8,766"
Spirits,Other Spirits,Ready to Mix Cocktails,"27,591","22,919","30,862","31,639","23,977"
Spirits,Other Spirits,Ready to Serve Cocktails,"28,228","16,750","27,100","25,140","26,395"
Spirits,Other Spirits,Schnapps and Akvavit,"2,220","1,760","1,518","1,600","2,177"
Spirits,Rum,Amber Rum,"296,165","164,286","183,988","200,798","298,411"
Spirits,Rum,Dark Rum,"165,587","92,154","101,140","98,938","155,904"
Spirits,Rum,Flavoured Rum,"9,530","12,501","12,676","12,736","14,123"
Spirits,Rum,Spiced Rum,"446,494","208,228","240,137","272,192","433,466"
Spirits,Rum,White Rum,"383,599","226,383","312,220","321,004","353,276"
Spirits,Tequila,Blanco/Silver Tequila,"65,490","61,348","90,858","98,054","79,307"
Spirits,Tequila,Flavoured Tequila,"2,458","2,224","3,646","3,550","2,845"
Spirits,Tequila,Gold Tequila,"143,378","126,999","183,950","190,804","151,721"
Spirits,Tequila,Mezcal,"3,617","4,232","5,035","5,145","5,866"
Spirits,Vodka,Flavoured Vodka,"138,406","100,193","138,538","139,815","129,879"
Spirits,Vodka,Straight Vodka,"2,235,673","1,741,358","2,113,011","2,205,671","2,268,116"
Spirits,Whisky,American Whiskey,"98,196","62,894","66,946","71,604","82,028"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,425","2,056","1,506","1,569","2,835"
Spirits,Whisky,Blended Scotch Whisky,"305,790","226,738","242,974","221,138","306,905"
Spirits,Whisky,Bourbon Whiskey,"120,139","92,219","91,616","92,681","118,056"
Spirits,Whisky,Canadian Whisky,"1,364,864","907,759","1,071,666","1,075,951","1,354,940"
Spirits,Whisky,Flavoured Whisky,"2,758","7,847",723,739,"14,522"
Spirits,Whisky,Irish Whiskey,"134,401","115,413","88,955","100,793","150,627"
Spirits,Whisky,Other Country Whisky,"11,497","8,233","8,945","11,487","15,989"
Spirits,Whisky,Single Malt Scotch Whisky,"207,554","103,089","114,979","106,969","189,590"
