cat_type,category,subcategory,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1
Wine,Sake,Japan Sake,"$954,081","$1,005,367","$1,061,818","$1,123,441","$1,131,397"
Wine,Sake,Other Country Sake,"$72,885","$81,312","$72,990","$67,382","$79,847"
Wine,Sake,USA Sake,"$656,747","$667,615","$800,892","$835,703","$711,876"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,467,646","$1,473,194","$1,774,436","$1,403,293","$1,277,649"
Wine,South Africa Wine,South Africa Rose Wine,"$30,560",$555,$306,$0,"$43,606"
Wine,South Africa Wine,South Africa Sparkling Wine,"$46,628","$81,545","$69,353","$41,440","$34,355"
Wine,South Africa Wine,South Africa White Wine,"$1,292,286","$1,146,564","$1,013,263","$844,408","$1,099,214"
Wine,Spain Wine,Spain Fruit and Dessert Wine,$0,$0,$0,"$1,340","$5,059"
Wine,Spain Wine,Spain Red Wine,"$4,277,468","$4,629,870","$5,822,584","$4,742,560","$4,467,361"
Wine,Spain Wine,Spain Rose Wine,"$151,289","$150,297","$56,023","$76,476","$243,700"
Wine,Spain Wine,Spain Sparkling Wine,"$1,038,362","$1,068,515","$2,118,353","$749,220","$1,160,406"
Wine,Spain Wine,Spain White Wine,"$332,865","$403,755","$374,055","$610,783","$370,534"
Wine,USA Wine,USA Fruit and Dessert Wine,"$7,070","$7,113","$4,428","$3,288","$5,746"
Wine,USA Wine,USA Red Wine,"$20,053,888","$20,687,636","$30,137,439","$19,071,327","$21,567,746"
Wine,USA Wine,USA Rose Wine,"$1,093,363","$1,061,270","$1,016,740","$1,047,684","$1,321,646"
Wine,USA Wine,USA Sparkling Wine,"$379,270","$405,237","$632,730","$284,185","$388,161"
Wine,USA Wine,USA White Wine,"$7,227,884","$7,594,518","$7,512,000","$5,578,486","$6,980,606"
