cat_type,category,subcategory,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4
Spirits,Other Spirits,Moonshine Spirits,"6,860","7,511","12,443","9,502","6,076"
Spirits,Other Spirits,Ready to Mix Cocktails,"17,838","24,498","30,827","18,154","20,852"
Spirits,Other Spirits,Ready to Serve Cocktails,"39,727","114,161","100,290","84,480","58,703"
Spirits,Other Spirits,Schnapps and Akvavit,"1,197","1,340","1,481","2,299","1,051"
Spirits,Rum,Amber Rum,"189,476","207,239","213,945","298,581","176,989"
Spirits,Rum,Dark Rum,"96,594","102,817","98,881","141,798","97,513"
Spirits,Rum,Flavoured Rum,"16,897","26,419","26,322","22,436","23,276"
Spirits,Rum,Spiced Rum,"200,378","241,691","261,909","464,034","213,085"
Spirits,Rum,White Rum,"238,875","308,724","321,835","311,819","236,902"
Spirits,Tequila,Blanco/Silver Tequila,"90,770","167,570","198,097","137,627","110,553"
Spirits,Tequila,Flavoured Tequila,"4,696","10,753","12,040","8,417","7,600"
Spirits,Tequila,Gold Tequila,"131,559","214,805","241,504","195,835","170,829"
Spirits,Tequila,Mezcal,"8,976","10,364","12,688","12,647","12,512"
Spirits,Vodka,Flavoured Vodka,"147,917","233,385","240,532","214,760","142,224"
Spirits,Vodka,Straight Vodka,"1,854,918","2,216,329","2,303,291","2,330,572","1,865,622"
Spirits,Whisky,American Whiskey,"55,625","66,644","66,025","86,156","60,844"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,816","2,651","3,595","5,625","3,326"
Spirits,Whisky,Blended Scotch Whisky,"231,231","237,906","231,915","304,916","224,656"
Spirits,Whisky,Bourbon Whiskey,"110,400","122,812","115,207","172,400","124,815"
Spirits,Whisky,Canadian Whisky,"943,018","1,108,815","1,067,583","1,363,048","927,933"
Spirits,Whisky,Flavoured Whisky,"4,770","5,990","15,668","14,420","7,536"
Spirits,Whisky,Irish Whiskey,"137,428","113,590","138,844","187,885","153,243"
Spirits,Whisky,Other Country Whisky,"16,209","14,761","16,656","25,893","13,078"
Spirits,Whisky,Single Malt Scotch Whisky,"113,693","128,020","152,872","232,675","113,417"
