cat_type,category,subcategory,FY2024Q4,FY2025Q1,FY2025Q2,FY2025Q3,FY2025Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,25175985,30186438,30474912,25656482,23406572
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6048780,7452424,7916828,5983932,5610490
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11106475,14220137,14189740,12468594,11372319
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7020072,10428940,10503368,7935822,7012005
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,12907,16622,32014,26279,20390
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,113011,144529,131145,119865,131029
Beer,Import Beer,Asia And South Pacific Beer,276393,301859,330992,300853,280099
Beer,Import Beer,Europe Beer,3016400,3346116,3390398,3220304,2985459
Beer,Import Beer,Mexico And Caribbean Beer,342183,493201,541430,357121,310864
Beer,Import Beer,Other Country Beer,97882,102750,113715,106396,97992
Beer,Import Beer,USA Beer,70722,104565,81763,41107,25497
