cat_type,category,subcategory,period,netsales
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2018/19 Q1,290038
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2018/19 Q2,353670
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2018/19 Q3,411646
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2018/19 Q4,202168
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2019/20 Q1,312668
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2018/19 Q1,622660
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2018/19 Q2,635691
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2018/19 Q3,492609
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2018/19 Q4,439131
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2019/20 Q1,558334
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2018/19 Q1,602416
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2018/19 Q2,606962
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2018/19 Q3,759777
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2018/19 Q4,414944
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2019/20 Q1,611702
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2018/19 Q1,62132
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2018/19 Q2,64048
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2018/19 Q3,85693
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2018/19 Q4,45555
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2019/20 Q1,58245
Spirits,Rum,Amber Rum,Fiscal 2018/19 Q1,5036021
Spirits,Rum,Amber Rum,Fiscal 2018/19 Q2,5413021
Spirits,Rum,Amber Rum,Fiscal 2018/19 Q3,8397918
Spirits,Rum,Amber Rum,Fiscal 2018/19 Q4,4538980
Spirits,Rum,Amber Rum,Fiscal 2019/20 Q1,5117437
Spirits,Rum,Dark Rum,Fiscal 2018/19 Q1,2635156
Spirits,Rum,Dark Rum,Fiscal 2018/19 Q2,2602399
Spirits,Rum,Dark Rum,Fiscal 2018/19 Q3,4151244
Spirits,Rum,Dark Rum,Fiscal 2018/19 Q4,2357454
Spirits,Rum,Dark Rum,Fiscal 2019/20 Q1,2653358
Spirits,Rum,Flavoured Rum,Fiscal 2018/19 Q1,304393
Spirits,Rum,Flavoured Rum,Fiscal 2018/19 Q2,306798
Spirits,Rum,Flavoured Rum,Fiscal 2018/19 Q3,355537
Spirits,Rum,Flavoured Rum,Fiscal 2018/19 Q4,225040
Spirits,Rum,Flavoured Rum,Fiscal 2019/20 Q1,401844
Spirits,Rum,Spiced Rum,Fiscal 2018/19 Q1,6664663
Spirits,Rum,Spiced Rum,Fiscal 2018/19 Q2,7545539
Spirits,Rum,Spiced Rum,Fiscal 2018/19 Q3,12085630
Spirits,Rum,Spiced Rum,Fiscal 2018/19 Q4,5947583
Spirits,Rum,Spiced Rum,Fiscal 2019/20 Q1,6544461
Spirits,Rum,White Rum,Fiscal 2018/19 Q1,7426747
Spirits,Rum,White Rum,Fiscal 2018/19 Q2,7587408
Spirits,Rum,White Rum,Fiscal 2018/19 Q3,8378702
Spirits,Rum,White Rum,Fiscal 2018/19 Q4,5499024
Spirits,Rum,White Rum,Fiscal 2019/20 Q1,7152920
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2018/19 Q1,3352364
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2018/19 Q2,3614429
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2018/19 Q3,3245654
