cat_type,category,subcategory,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"33,733,621","43,971,893","43,398,870","35,979,948","31,176,405"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"6,483,869","8,173,394","8,879,251","7,166,137","7,117,219"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"8,809,158","11,647,104","11,962,967","10,411,323","9,544,399"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"3,510,613","6,338,629","5,976,578","4,311,153","3,776,643"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"38,689","61,467","76,302","50,939","50,922"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"517,880","544,326","530,263","500,699","412,033"
Beer,Import Beer,Asia And South Pacific Beer,"299,407","322,070","364,684","301,241","302,923"
Beer,Import Beer,Europe Beer,"5,476,246","6,422,559","6,444,439","6,056,582","5,123,069"
Beer,Import Beer,Mexico And Caribbean Beer,"1,518,873","2,938,810","3,062,672","1,617,836","1,460,448"
Beer,Import Beer,Other Country Beer,"37,674","33,936","49,205","32,568","26,678"
Beer,Import Beer,USA Beer,"1,635,627","1,730,536","1,733,414","1,358,710","1,053,709"
