cat_type,category,subcategory,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"36,097,712","48,513,234","46,489,349","40,500,552","34,685,212"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"4,366,039","5,597,548","5,971,699","5,178,432","5,291,479"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"7,623,508","10,088,319","10,494,913","9,037,958","7,959,950"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"2,991,722","5,125,072","5,305,174","2,815,682","2,683,771"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"26,580","40,086","39,901","27,045","29,084"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"670,788","722,172","697,069","572,290","548,346"
Beer,Import Beer,Asia And South Pacific Beer,"307,965","380,181","398,285","326,069","314,414"
Beer,Import Beer,Europe Beer,"5,261,180","6,432,289","6,489,254","5,896,192","5,188,477"
Beer,Import Beer,Mexico And Caribbean Beer,"1,436,020","2,757,104","2,950,759","1,461,929","1,364,090"
Beer,Import Beer,Other Country Beer,"10,563","13,473","12,767","10,671","10,267"
Beer,Import Beer,USA Beer,"2,530,588","3,389,012","3,667,047","2,554,171","2,312,470"
