cat_type,category,subcategory,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4
Spirits,Other Spirits,Moonshine Spirits,"$130,731","$145,670","$157,337","$218,836","$109,472"
Spirits,Other Spirits,Ready to Mix Cocktails,"$516,208","$695,285","$720,675","$517,344","$464,141"
Spirits,Other Spirits,Ready to Serve Cocktails,"$339,078","$567,707","$780,833","$800,179","$436,246"
Spirits,Other Spirits,Schnapps and Akvavit,"$60,085","$68,686","$95,172","$127,022","$45,845"
Spirits,Rum,Amber Rum,"$4,296,969","$5,483,571","$5,806,009","$7,861,000","$4,522,469"
Spirits,Rum,Dark Rum,"$2,527,308","$2,652,896","$2,799,967","$4,258,234","$2,601,350"
Spirits,Rum,Flavoured Rum,"$168,901","$408,285","$516,561","$284,601","$209,054"
Spirits,Rum,Spiced Rum,"$5,737,288","$7,415,859","$7,919,973","$12,645,574","$5,591,446"
Spirits,Rum,White Rum,"$6,075,708","$8,026,962","$8,210,311","$9,018,543","$5,762,814"
Spirits,Tequila,Blanco/Silver Tequila,"$1,507,352","$2,438,246","$2,542,249","$2,156,938","$1,960,286"
Spirits,Tequila,Flavoured Tequila,"$132,294","$197,884","$208,137","$193,616","$176,880"
Spirits,Tequila,Gold Tequila,"$3,564,290","$5,314,832","$5,597,179","$4,630,609","$3,971,047"
Spirits,Tequila,Mezcal,"$77,566","$147,826","$110,682","$124,961","$100,520"
Spirits,Vodka,Flavoured Vodka,"$2,662,667","$3,399,213","$3,558,526","$3,649,129","$2,632,730"
Spirits,Vodka,Straight Vodka,"$40,390,778","$50,825,874","$52,516,158","$53,909,261","$40,826,871"
Spirits,Whisky,American Whiskey,"$1,995,465","$2,354,714","$2,460,703","$3,127,577","$1,948,875"
Spirits,Whisky,Blended Malt Scotch Whisky,"$71,808","$76,779","$60,601","$170,405","$134,944"
Spirits,Whisky,Blended Scotch Whisky,"$6,342,897","$7,458,266","$7,088,450","$8,713,409","$6,238,753"
Spirits,Whisky,Bourbon Whiskey,"$2,816,790","$2,767,776","$2,824,776","$3,881,396","$2,972,133"
Spirits,Whisky,Canadian Whisky,"$22,710,545","$25,159,213","$28,638,879","$34,353,293","$21,439,543"
Spirits,Whisky,Flavoured Whisky,"$55,573","$18,575","$37,533","$68,635","$38,126"
Spirits,Whisky,Irish Whiskey,"$2,729,418","$2,155,405","$2,454,957","$4,274,332","$3,432,848"
Spirits,Whisky,Other Country Whisky,"$430,295","$442,332","$534,829","$954,911","$494,037"
Spirits,Whisky,Single Malt Scotch Whisky,"$7,429,628","$8,210,736","$7,529,757","$14,965,868","$7,022,122"
