cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Spirits,Other Spirits,Moonshine Spirits,"9,224","14,580","8,025","14,043","15,210"
Spirits,Other Spirits,Ready to Mix Cocktails,"27,452","27,687","25,290","32,202","29,918"
Spirits,Other Spirits,Ready to Serve Cocktails,"106,693","67,903","54,447","125,435","144,271"
Spirits,Other Spirits,Schnapps and Akvavit,917,"1,695","1,053","1,008",957
Spirits,Rum,Amber Rum,"197,998","301,087","170,572","187,451","199,497"
Spirits,Rum,Dark Rum,"89,103","161,230","83,943","93,784","87,920"
Spirits,Rum,Flavoured Rum,"23,463","26,558","16,225","17,730","14,893"
Spirits,Rum,Spiced Rum,"253,059","484,154","208,982","231,622","247,267"
Spirits,Rum,White Rum,"308,914","334,035","239,519","296,783","307,734"
Spirits,Tequila,Blanco/Silver Tequila,"211,219","181,928","147,504","222,207","236,423"
Spirits,Tequila,Flavoured Tequila,"8,405","15,199","10,672","17,020","18,476"
Spirits,Tequila,Gold Tequila,"252,749","226,514","175,714","236,152","231,150"
Spirits,Tequila,Mezcal,"13,414","18,357","12,436","17,896","16,816"
Spirits,Vodka,Flavoured Vodka,"207,041","208,089","155,005","201,063","178,089"
Spirits,Vodka,Straight Vodka,"2,223,932","2,463,681","1,918,450","2,172,397","2,244,257"
Spirits,Whisky,American Whiskey,"64,327","105,679","69,776","70,669","70,639"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,622","2,898","4,268","3,268","3,793"
Spirits,Whisky,Blended Scotch Whisky,"195,530","315,241","212,672","233,563","214,461"
Spirits,Whisky,Bourbon Whiskey,"110,653","194,894","131,789","134,987","124,108"
Spirits,Whisky,Canadian Whisky,"1,021,508","1,414,380","953,578","1,083,466","1,067,146"
Spirits,Whisky,Flavoured Whisky,"6,128","27,536","10,534","9,403","8,828"
Spirits,Whisky,Irish Whiskey,"134,030","215,893","153,503","134,393","134,551"
Spirits,Whisky,Other Country Whisky,"11,802","30,130","18,610","18,580","14,741"
Spirits,Whisky,Single Malt Scotch Whisky,"91,445","218,715","115,625","116,753","101,420"
