cat_type,category,subcategory,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4
Spirits,Other Spirits,Moonshine Spirits,"$220,391","$386,964","$444,380","$413,756","$270,084"
Spirits,Other Spirits,Ready to Mix Cocktails,"$438,254","$397,969","$514,595","$380,780","$356,258"
Spirits,Other Spirits,Ready to Serve Cocktails,"$550,772","$1,124,593","$1,573,361","$1,216,599","$1,028,197"
Spirits,Other Spirits,Schnapps and Akvavit,"$59,233","$53,130","$66,444","$88,494","$47,926"
Spirits,Rum,Amber Rum,"$5,175,936","$6,139,899","$6,234,195","$8,797,398","$5,474,260"
Spirits,Rum,Dark Rum,"$2,845,892","$2,826,254","$2,771,603","$4,261,026","$2,662,785"
Spirits,Rum,Flavoured Rum,"$242,708","$818,329","$601,362","$838,093","$469,643"
Spirits,Rum,Spiced Rum,"$6,678,254","$7,742,164","$7,953,711","$13,632,534","$5,789,262"
Spirits,Rum,White Rum,"$6,232,424","$7,537,031","$7,585,746","$7,503,286","$5,634,272"
Spirits,Tequila,Blanco/Silver Tequila,"$3,632,968","$5,043,109","$5,652,830","$4,160,969","$3,967,448"
Spirits,Tequila,Flavoured Tequila,"$137,741","$237,141","$277,547","$205,423","$193,056"
Spirits,Tequila,Gold Tequila,"$5,477,409","$8,088,854","$9,353,952","$6,985,119","$6,198,864"
Spirits,Tequila,Mezcal,"$445,504","$587,008","$634,364","$616,646","$607,986"
Spirits,Vodka,Flavoured Vodka,"$4,699,419","$9,141,332","$7,357,117","$5,526,932","$4,263,775"
Spirits,Vodka,Straight Vodka,"$51,105,842","$57,446,398","$58,612,167","$57,699,869","$46,337,389"
Spirits,Whisky,American Whiskey,"$2,082,319","$2,402,183","$2,284,602","$3,096,197","$2,051,957"
Spirits,Whisky,Blended Malt Scotch Whisky,"$182,639","$228,830","$163,772","$297,439","$174,253"
Spirits,Whisky,Blended Scotch Whisky,"$7,488,015","$7,916,476","$6,972,812","$10,350,671","$7,118,401"
Spirits,Whisky,Bourbon Whiskey,"$4,092,620","$4,396,686","$4,249,826","$6,623,323","$4,450,098"
Spirits,Whisky,Canadian Whisky,"$26,169,842","$30,794,521","$28,221,649","$36,707,456","$24,561,107"
Spirits,Whisky,Flavoured Whisky,"$58,451","$50,787","$271,651","$460,659","$132,722"
Spirits,Whisky,Irish Whiskey,"$5,168,852","$3,831,866","$4,289,107","$6,826,775","$5,118,683"
Spirits,Whisky,Other Country Whisky,"$1,230,819","$980,632","$1,210,872","$1,985,335","$1,372,027"
Spirits,Whisky,Single Malt Scotch Whisky,"$8,749,041","$9,921,108","$8,913,831","$20,265,769","$9,940,472"
