cat_type,category,subcategory,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2
Wine,Sake,Japan Sake,"$1,475,918","$1,558,327","$1,405,677","$1,371,118","$1,538,556"
Wine,Sake,Other Country Sake,"$83,227","$84,019","$84,521","$86,621","$96,006"
Wine,Sake,USA Sake,"$661,681","$793,771","$771,547","$653,327","$679,113"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,441,352","$1,675,724","$1,479,540","$1,461,248","$1,299,850"
Wine,South Africa Wine,South Africa Rose Wine,"$71,754","$5,559","$1,453","$137,027","$49,656"
Wine,South Africa Wine,South Africa Sparkling Wine,"$28,001","$14,556","$4,324","$3,423","$3,249"
Wine,South Africa Wine,South Africa White Wine,"$1,111,788","$1,219,491","$1,041,638","$1,163,886","$1,205,157"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$4,438","$7,153","$7,390","$7,985","$8,974"
Wine,Spain Wine,Spain Red Wine,"$4,505,777","$5,766,660","$4,453,924","$4,873,575","$4,225,827"
Wine,Spain Wine,Spain Rose Wine,"$338,385","$126,937","$117,112","$277,534","$380,348"
Wine,Spain Wine,Spain Sparkling Wine,"$1,180,780","$2,038,439","$810,178","$1,162,744","$1,211,094"
Wine,Spain Wine,Spain White Wine,"$556,468","$534,862","$507,901","$722,917","$655,903"
Wine,USA Wine,USA Fruit and Dessert Wine,"$1,787",$936,$426,$170,$802
Wine,USA Wine,USA Red Wine,"$20,078,652","$29,359,886","$20,214,792","$21,847,905","$20,460,003"
Wine,USA Wine,USA Rose Wine,"$1,444,181","$1,161,230","$1,038,125","$1,950,084","$1,288,045"
Wine,USA Wine,USA Sparkling Wine,"$375,939","$602,245","$299,391","$331,426","$298,496"
Wine,USA Wine,USA White Wine,"$7,484,748","$7,048,748","$5,765,586","$6,692,820","$6,656,594"
