cat_type,category,subcategory,period,netsales
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2022/23 Q4,390965
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q1,641873
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q2,688543
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q3,689201
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q4,513803
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2022/23 Q4,506119
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q1,628568
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q2,589462
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q3,508755
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q4,488178
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2022/23 Q4,1192405
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q1,2432206
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q2,2619609
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q3,2051700
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q4,1663847
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2022/23 Q4,42768
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q1,42066
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q2,38017
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q3,50809
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q4,35337
Spirits,Rum,Amber Rum,Fiscal 2022/23 Q4,5203086
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q1,5683599
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q2,6146286
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q3,8587760
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q4,4636073
Spirits,Rum,Dark Rum,Fiscal 2022/23 Q4,2379644
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q1,2625621
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q2,2522369
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q3,3880574
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q4,2409901
Spirits,Rum,Flavoured Rum,Fiscal 2022/23 Q4,490232
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q1,502578
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q2,432939
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q3,372700
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q4,292899
Spirits,Rum,Spiced Rum,Fiscal 2022/23 Q4,6277696
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q1,6968589
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q2,7417941
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q3,12344985
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q4,5671746
Spirits,Rum,White Rum,Fiscal 2022/23 Q4,5733294
Spirits,Rum,White Rum,Fiscal 2023/24 Q1,7170324
Spirits,Rum,White Rum,Fiscal 2023/24 Q2,7482550
Spirits,Rum,White Rum,Fiscal 2023/24 Q3,7550436
Spirits,Rum,White Rum,Fiscal 2023/24 Q4,5133209
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2022/23 Q4,7009150
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q1,10540593
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q2,11351090
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q3,8899184
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q4,7356380
Spirits,Tequila,Flavoured Tequila,Fiscal 2022/23 Q4,535606
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q1,834421
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q2,899775
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q3,801173
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q4,542283
Spirits,Tequila,Gold Tequila,Fiscal 2022/23 Q4,10168127
