cat_type,category,subcategory,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$157,990,529","$152,827,514","$137,875,520","$116,684,041","$152,605,676"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$31,389,982","$33,030,133","$29,420,880","$29,046,089","$36,291,037"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$40,572,956","$41,536,195","$36,914,290","$31,587,846","$40,113,222"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$18,309,816","$17,918,679","$11,884,963","$13,045,978","$24,045,648"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$309,283","$323,903","$274,542","$271,081","$379,164"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,523,972","$2,217,827","$2,245,752","$1,878,255","$2,037,967"
Beer,Import Beer,Asia And South Pacific Beer,"$1,793,519","$1,953,642","$1,738,618","$1,689,199","$1,589,388"
Beer,Import Beer,Europe Beer,"$29,106,299","$29,339,545","$27,697,695","$24,643,535","$28,687,109"
Beer,Import Beer,Mexico And Caribbean Beer,"$14,358,876","$15,843,688","$8,394,199","$8,077,965","$15,235,703"
Beer,Import Beer,Other Country Beer,"$65,728","$74,183","$98,138","$155,423","$143,945"
Beer,Import Beer,USA Beer,"$14,441,401","$15,321,831","$11,588,306","$7,074,431","$7,355,526"
