cat_type,category,subcategory,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4
Spirits,Other Spirits,Moonshine Spirits,"$109,566","$166,735","$240,748","$262,487","$289,431"
Spirits,Other Spirits,Ready to Mix Cocktails,"$464,141","$664,333","$714,083","$564,976","$470,140"
Spirits,Other Spirits,Ready to Serve Cocktails,"$436,246","$608,645","$673,422","$816,150","$463,528"
Spirits,Other Spirits,Schnapps and Akvavit,"$45,845","$62,539","$79,136","$88,231","$65,901"
Spirits,Rum,Amber Rum,"$4,522,469","$5,209,633","$5,417,327","$7,917,532","$4,480,190"
Spirits,Rum,Dark Rum,"$2,601,350","$2,811,279","$2,684,784","$4,266,712","$2,402,562"
Spirits,Rum,Flavoured Rum,"$209,054","$357,867","$387,325","$235,323","$306,034"
Spirits,Rum,Spiced Rum,"$5,591,446","$7,112,581","$7,453,368","$12,417,183","$5,889,825"
Spirits,Rum,White Rum,"$5,762,814","$7,966,694","$7,928,690","$9,194,644","$5,458,921"
Spirits,Tequila,Blanco/Silver Tequila,"$1,960,286","$2,906,684","$3,365,841","$2,656,467","$2,500,945"
Spirits,Tequila,Flavoured Tequila,"$91,271","$127,249","$147,876","$95,238","$89,965"
Spirits,Tequila,Gold Tequila,"$4,056,656","$6,020,123","$6,570,037","$5,294,931","$4,657,649"
Spirits,Tequila,Mezcal,"$100,520","$147,206","$138,155","$161,124","$160,246"
Spirits,Vodka,Flavoured Vodka,"$2,633,758","$3,483,170","$3,821,370","$3,869,027","$2,772,300"
Spirits,Vodka,Straight Vodka,"$40,829,940","$51,372,522","$53,985,613","$56,140,395","$43,614,748"
Spirits,Whisky,American Whiskey,"$1,952,596","$2,377,055","$2,470,199","$3,349,952","$2,198,419"
Spirits,Whisky,Blended Malt Scotch Whisky,"$134,944","$135,133","$100,356","$195,456","$170,259"
Spirits,Whisky,Blended Scotch Whisky,"$6,238,753","$7,127,793","$7,051,331","$9,165,236","$6,670,483"
Spirits,Whisky,Bourbon Whiskey,"$2,972,133","$3,075,079","$3,184,495","$4,677,084","$3,452,497"
Spirits,Whisky,Canadian Whisky,"$21,435,821","$26,430,717","$26,038,107","$34,454,456","$22,580,112"
Spirits,Whisky,Flavoured Whisky,"$38,126","$28,212","$13,876","$82,386","$213,685"
Spirits,Whisky,Irish Whiskey,"$3,432,848","$2,575,999","$2,991,885","$4,683,313","$4,032,329"
Spirits,Whisky,Other Country Whisky,"$494,037","$596,625","$569,128","$1,024,263","$703,199"
Spirits,Whisky,Single Malt Scotch Whisky,"$7,022,122","$8,446,264","$8,430,692","$16,861,073","$8,112,342"
