cat_type,category,subcategory,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4
Wine,Portugal Wine,Portugal Rose Wine,"$157,034","$274,459","$256,632","$169,831","$169,802"
Wine,Portugal Wine,Portugal Sparkling Wine,"$4,625","$8,450","$12,580","$12,335","$6,599"
Wine,Portugal Wine,Portugal White Wine,"$408,919","$633,842","$646,541","$408,276","$441,242"
Wine,Sake,Japan Sake,"$1,859,796","$1,610,470","$1,867,091","$2,573,600","$1,932,075"
Wine,Sake,Other Country Sake,"$77,250","$83,479","$77,640","$64,155","$52,806"
Wine,Sake,USA Sake,"$740,547","$603,235","$645,349","$823,955","$763,237"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,"$6,934",$0,$0,$0,"$11,558"
Wine,South Africa Wine,South Africa Red Wine,"$1,290,499","$1,139,683","$1,024,488","$1,289,468","$907,775"
Wine,South Africa Wine,South Africa Rose Wine,"$9,108","$94,504","$110,806","$40,802","$44,918"
Wine,South Africa Wine,South Africa Sparkling Wine,"$5,198","$5,597","$6,074","$5,340","$9,006"
Wine,South Africa Wine,South Africa White Wine,"$895,251","$1,041,338","$1,004,152","$861,411","$849,550"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$5,610","$9,179","$17,543","$11,884","$20,060"
Wine,Spain Wine,Spain Red Wine,"$4,881,870","$4,666,716","$4,258,980","$5,530,548","$4,336,035"
Wine,Spain Wine,Spain Rose Wine,"$295,574","$407,345","$366,353","$225,566","$191,567"
Wine,Spain Wine,Spain Sparkling Wine,"$925,529","$1,087,464","$1,302,722","$2,014,349","$937,102"
Wine,Spain Wine,Spain White Wine,"$717,705","$667,695","$756,843","$660,957","$448,544"
Wine,USA Wine,USA Fruit and Dessert Wine,"$1,297",$771,$812,$418,$276
Wine,USA Wine,USA Red Wine,"$22,399,628","$25,016,692","$24,554,376","$38,918,633","$23,962,111"
Wine,USA Wine,USA Rose Wine,"$1,009,161","$1,807,846","$1,656,855","$1,126,675","$990,854"
Wine,USA Wine,USA Sparkling Wine,"$258,367","$333,185","$316,176","$442,304","$182,550"
Wine,USA Wine,USA White Wine,"$5,653,708","$6,820,735","$6,636,152","$7,354,183","$5,415,018"
