cat_type,category,subcategory,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4
Spirits,Other Spirits,Moonshine Spirits,"$269,458","$381,575","$406,568","$656,506","$390,965"
Spirits,Other Spirits,Ready to Mix Cocktails,"$421,451","$653,454","$532,448","$561,077","$506,119"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,136,391","$1,705,867","$1,860,646","$1,728,361","$1,301,985"
Spirits,Other Spirits,Schnapps and Akvavit,"$47,108","$58,585","$39,800","$71,312","$42,768"
Spirits,Rum,Amber Rum,"$5,313,462","$6,346,520","$6,023,552","$9,370,492","$5,203,026"
Spirits,Rum,Dark Rum,"$2,800,161","$3,012,374","$2,530,120","$4,636,316","$2,379,644"
Spirits,Rum,Flavoured Rum,"$670,218","$773,320","$673,294","$771,760","$490,232"
Spirits,Rum,Spiced Rum,"$6,163,519","$7,656,607","$7,374,748","$14,089,515","$6,277,696"
Spirits,Rum,White Rum,"$5,585,375","$7,250,317","$7,349,438","$7,933,138","$5,733,294"
Spirits,Tequila,Blanco/Silver Tequila,"$5,512,358","$9,058,701","$9,825,731","$9,194,962","$7,009,150"
Spirits,Tequila,Flavoured Tequila,"$304,786","$458,135","$345,750","$812,776","$535,606"
Spirits,Tequila,Gold Tequila,"$8,884,822","$12,813,947","$12,625,685","$13,230,184","$10,168,127"
Spirits,Tequila,Mezcal,"$821,324","$1,105,069","$925,485","$1,301,602","$898,931"
Spirits,Vodka,Flavoured Vodka,"$4,098,357","$6,438,484","$6,031,555","$6,128,636","$4,818,632"
Spirits,Vodka,Straight Vodka,"$46,903,658","$57,855,947","$58,375,356","$64,448,879","$49,848,432"
Spirits,Whisky,American Whiskey,"$2,388,347","$3,149,190","$2,408,393","$4,440,420","$2,752,239"
Spirits,Whisky,Blended Malt Scotch Whisky,"$209,684","$200,629","$165,290","$266,077","$281,678"
Spirits,Whisky,Blended Scotch Whisky,"$7,205,015","$8,644,177","$6,798,876","$11,485,521","$7,572,461"
Spirits,Whisky,Bourbon Whiskey,"$5,370,282","$6,766,552","$4,851,660","$9,095,583","$5,878,635"
Spirits,Whisky,Canadian Whisky,"$24,539,397","$30,370,202","$27,129,558","$38,457,482","$25,541,630"
Spirits,Whisky,Flavoured Whisky,"$280,514","$298,432","$237,687","$1,020,953","$364,651"
Spirits,Whisky,Irish Whiskey,"$5,802,216","$5,305,687","$5,118,210","$8,874,455","$5,949,074"
Spirits,Whisky,Other Country Whisky,"$1,105,928","$1,868,961","$965,549","$2,851,930","$1,463,444"
Spirits,Whisky,Single Malt Scotch Whisky,"$10,143,243","$13,539,095","$8,287,972","$21,208,820","$11,802,807"
