cat_type,category,subcategory,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4
Wine,Portugal Wine,Portugal Sparkling Wine,519,166,302,158,216
Wine,Portugal Wine,Portugal White Wine,"31,765","55,768","52,170","34,410","33,100"
Wine,Sake,Japan Sake,"48,863","36,919","47,865","52,479","50,816"
Wine,Sake,Other Country Sake,"3,497","3,109","4,171","3,559","4,083"
Wine,Sake,USA Sake,"88,246","51,422","63,481","75,611","79,435"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,14,45
Wine,South Africa Wine,South Africa Red Wine,"127,665","98,249","82,302","112,706","109,375"
Wine,South Africa Wine,South Africa Rose Wine,459,"8,817","9,759","2,693",706
Wine,South Africa Wine,South Africa Sparkling Wine,364,342,261,180,230
Wine,South Africa Wine,South Africa White Wine,"83,222","86,636","73,686","80,880","83,876"
Wine,Spain Wine,Spain Fruit and Dessert Wine,171,216,171,160,162
Wine,Spain Wine,Spain Red Wine,"397,218","428,196","478,876","365,282","410,721"
Wine,Spain Wine,Spain Rose Wine,"38,117","53,306","72,780","21,238","39,519"
Wine,Spain Wine,Spain Sparkling Wine,"54,127","56,728","69,401","114,261","56,988"
Wine,Spain Wine,Spain White Wine,"65,032","69,413","102,884","39,288","81,382"
Wine,USA Wine,USA Fruit and Dessert Wine,41,19,130,68,66
Wine,USA Wine,USA Red Wine,"1,099,413","1,168,106","1,066,034","1,716,754","1,138,444"
Wine,USA Wine,USA Rose Wine,"116,366","188,720","146,290","128,826","107,800"
Wine,USA Wine,USA Sparkling Wine,"13,438","13,898","14,560","20,342","13,009"
Wine,USA Wine,USA White Wine,"406,236","474,612","481,152","450,023","381,230"
