cat_type,category,subcategory,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1
Spirits,Other Spirits,Moonshine Spirits,"$166,735","$240,748","$264,768","$289,431","$285,250"
Spirits,Other Spirits,Ready to Mix Cocktails,"$664,333","$714,083","$564,976","$470,140","$622,660"
Spirits,Other Spirits,Ready to Serve Cocktails,"$608,645","$673,422","$816,150","$463,528","$602,519"
Spirits,Other Spirits,Schnapps and Akvavit,"$62,539","$79,136","$88,231","$65,901","$56,744"
Spirits,Rum,Amber Rum,"$5,209,633","$5,417,327","$7,917,532","$4,480,190","$5,035,606"
Spirits,Rum,Dark Rum,"$2,811,279","$2,684,784","$4,266,712","$2,402,562","$2,635,156"
Spirits,Rum,Flavoured Rum,"$357,867","$387,325","$235,323","$306,034","$304,393"
Spirits,Rum,Spiced Rum,"$7,112,581","$7,453,368","$12,417,183","$5,889,825","$6,664,485"
Spirits,Rum,White Rum,"$7,966,694","$7,928,690","$9,194,644","$5,458,921","$7,426,747"
Spirits,Tequila,Blanco/Silver Tequila,"$2,906,684","$3,365,841","$2,656,467","$2,500,945","$3,452,760"
Spirits,Tequila,Flavoured Tequila,"$127,249","$147,876","$95,238","$89,965","$142,782"
Spirits,Tequila,Gold Tequila,"$6,020,123","$6,570,037","$5,294,931","$4,657,649","$6,568,615"
Spirits,Tequila,Mezcal,"$147,206","$138,155","$161,124","$160,246","$254,128"
Spirits,Vodka,Flavoured Vodka,"$3,483,170","$3,821,370","$3,869,027","$2,772,300","$3,670,996"
Spirits,Vodka,Straight Vodka,"$51,372,522","$53,985,613","$56,143,959","$43,615,423","$52,738,682"
Spirits,Whisky,American Whiskey,"$2,360,806","$2,456,891","$3,321,593","$2,175,409","$2,241,388"
Spirits,Whisky,Blended Malt Scotch Whisky,"$135,133","$100,356","$195,456","$170,259","$122,748"
Spirits,Whisky,Blended Scotch Whisky,"$7,127,793","$7,051,331","$9,165,236","$6,670,483","$7,067,909"
Spirits,Whisky,Bourbon Whiskey,"$3,091,328","$3,197,803","$4,705,443","$3,475,506","$3,470,701"
Spirits,Whisky,Canadian Whisky,"$26,430,717","$26,038,107","$34,454,456","$22,602,354","$26,725,261"
Spirits,Whisky,Flavoured Whisky,"$28,212","$13,876","$82,386","$213,685","$19,724"
Spirits,Whisky,Irish Whiskey,"$2,575,999","$2,991,885","$4,683,313","$4,032,329","$3,123,830"
Spirits,Whisky,Other Country Whisky,"$596,625","$569,128","$1,024,263","$703,199","$687,712"
Spirits,Whisky,Single Malt Scotch Whisky,"$8,446,264","$8,430,692","$16,861,073","$8,112,342","$8,525,350"
