cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Wine,Argentina Wine,Argentina Red Wine,379002,559397,418158,357730,344182
Wine,Argentina Wine,Argentina Rose Wine,7132,2978,2172,7708,7132
Wine,Argentina Wine,Argentina Sparkling Wine,702,896,495,405,566
Wine,Argentina Wine,Argentina White Wine,37219,27964,19106,20282,22994
Wine,Australia Wine,Australia Fruit and Dessert Wine,6,6,6,10,6
Wine,Australia Wine,Australia Red Wine,382882,528602,385504,437320,369534
Wine,Australia Wine,Australia Rose Wine,24044,30199,16173,22090,17984
Wine,Australia Wine,Australia Sparkling Wine,48914,96218,43117,53546,50144
Wine,Australia Wine,Australia White Wine,318462,333333,256914,330222,300980
Wine,Austria Wine,Austria Fruit and Dessert Wine,40,58,64,50,54
Wine,Austria Wine,Austria Red Wine,1072,1837,1282,1030,1060
Wine,Austria Wine,Austria Rose Wine,304,239,126,140,242
Wine,Austria Wine,Austria Sparkling Wine,112,54,63,99,144
Wine,Austria Wine,Austria White Wine,3888,2681,2914,2927,3532
Wine,Bulgaria Wine,Bulgaria Red Wine,0,0,0,0,0
Wine,Bulgaria Wine,Bulgaria Rose Wine,0,0,0,0,0
Wine,Bulgaria Wine,Bulgaria White Wine,0,0,0,0,0
Wine,Canada - BC,Canada - BC Dessert Wine,7729,3213,3138,2637,6306
Wine,Canada - BC,Canada - BC Fruit Wine,78371,52620,31647,45160,67703
Wine,Canada - BC,Canada - BC Ice Wine,10867,7748,6433,7048,10389
Wine,Canada - BC,Canada - BC Red Wine,3849243,4418303,3461266,3418943,3542866
Wine,Canada - BC,Canada - BC Rose Wine,777114,402868,399102,607434,689961
Wine,Canada - BC,Canada - BC Sparkling Wine,228505,188819,121344,167634,219022
Wine,Canada - BC,Canada - BC White Wine,4931269,4456968,3735547,4260764,4601033
Wine,Canada - Other,Canada - Other Dessert Wine,105,68,38,38,98
Wine,Canada - Other,Canada - Other Fruit Wine,323,160,196,207,398
Wine,Canada - Other,Canada - Other Ice Wine,9463,7218,9007,6530,6844
Wine,Canada - Other,Canada - Other Red Wine,22234,17942,21881,17786,22579
Wine,Canada - Other,Canada - Other Rose Wine,4724,2954,5192,10474,8405
Wine,Canada - Other,Canada - Other Sparkling Wine,54440,89715,41693,59221,59072
Wine,Canada - Other,Canada - Other White Wine,53452,47027,39359,61861,47597
Wine,Chile Wine,Chile Fruit and Dessert Wine,27,27,4,9,18
Wine,Chile Wine,Chile Red Wine,588447,763804,583945,509439,575303
Wine,Chile Wine,Chile Rose Wine,51582,36480,34666,77232,69405
Wine,Chile Wine,Chile Sparkling Wine,3315,4383,2864,2106,2365
Wine,Chile Wine,Chile White Wine,348551,325710,311692,335922,371602
Wine,China Wine,China Fruit and Dessert Wine,422,326,394,286,202
Wine,China Wine,China Red Wine,0,112,63,4,9
Wine,China Wine,China White Wine,4,94,81,4,4
Wine,Fortified Wine,Other Fortified Domestic Wine,51847,58759,47019,46328,47254
Wine,Fortified Wine,Other Fortified Import Wine,17554,27275,17986,14655,12711
Wine,Fortified Wine,Port Wine,14696,34663,14989,13320,14182
Wine,Fortified Wine,Sherry Wine,9010,22844,10223,10388,9408
Wine,Fortified Wine,Vermouth Wine,95976,70370,96278,98080,55266
Wine,France Wine,France Champagne Wine,46970,81002,24844,32946,42437
Wine,France Wine,France Fruit and Dessert Wine,285,601,241,156,926
Wine,France Wine,France Red Wine,333426,404824,278976,283550,302944
Wine,France Wine,France Rose Wine,235576,107722,97567,232511,242124
Wine,France Wine,France Sparkling Wine,34342,63086,31748,41291,49706
Wine,France Wine,France White Wine,176779,177981,145033,186347,184950
Wine,Georgia Wine,Georgia Red Wine,2601,4752,3924,3408,2133
Wine,Georgia Wine,Georgia Rose Wine,14,76,48,36,9
Wine,Georgia Wine,Georgia Sparkling Wine,9,14,76,81,27
Wine,Georgia Wine,Georgia White Wine,202,620,580,612,572
Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,0,0,2
Wine,Germany Wine,Germany Red Wine,1440,1682,1704,1424,1235
Wine,Germany Wine,Germany Rose Wine,451,272,220,236,234
Wine,Germany Wine,Germany Sparkling Wine,36612,76838,235959,43524,27289
Wine,Germany Wine,Germany White Wine,57999,74332,47614,46968,50100
Wine,Greece Wine,Greece Fruit and Dessert Wine,0,NA,0,30,NA
Wine,Greece Wine,Greece Red Wine,5027,6602,4768,5858,3904
Wine,Greece Wine,Greece Rose Wine,392,393,447,940,920
Wine,Greece Wine,Greece Sparkling Wine,207,166,180,130,130
Wine,Greece Wine,Greece White Wine,6371,3796,4605,6992,5714
Wine,Hungary Wine,Hungary Fruit and Dessert Wine,273,555,420,326,276
Wine,Hungary Wine,Hungary Red Wine,1030,2444,1071,909,958
Wine,Hungary Wine,Hungary Rose Wine,27,NA,72,9,27
Wine,Hungary Wine,Hungary Sparkling Wine,11780,9702,3928,5091,5872
Wine,Hungary Wine,Hungary White Wine,9026,6853,8490,3653,4880
Wine,Israel Wine,Israel Red Wine,1557,1188,970,1332,864
Wine,Israel Wine,Israel Rose Wine,252,99,90,234,153
Wine,Israel Wine,Israel White Wine,531,297,306,387,234
Wine,Italy Wine,Italy Fruit and Dessert Wine,67,100,102,118,122
Wine,Italy Wine,Italy Red Wine,460464,698848,506006,475990,469248
Wine,Italy Wine,Italy Rose Wine,24016,9292,11054,20661,20129
Wine,Italy Wine,Italy Sparkling Wine,120411,138213,88379,119526,127945
Wine,Italy Wine,Italy White Wine,369527,404019,322672,378248,392020
Wine,Italy Wine,Prosecco Wine,350004,561667,197859,327716,361238
Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,0,0,0
Wine,New Zealand Wine,New Zealand Red Wine,21567,43252,15050,22509,21304
Wine,New Zealand Wine,New Zealand Rose Wine,24657,11602,9346,20200,20656
Wine,New Zealand Wine,New Zealand Sparkling Wine,3474,7638,2158,3122,3127
Wine,New Zealand Wine,New Zealand White Wine,662394,759997,424237,741109,670796
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,19403,23383,20172,19308,19130
Wine,Other Country Wine,Other Country Red Wine,4180,6851,4919,4750,4742
Wine,Other Country Wine,Other Country Rose Wine,910,328,440,686,938
Wine,Other Country Wine,Other Country Sparkling Wine,560,688,376,664,1064
Wine,Other Country Wine,Other Country White Wine,2315,3416,1916,2818,3620
Wine,Other Style Wine,Aperitif And Flavoured Wine,3624,4971,3827,4352,4380
Wine,Other Style Wine,Mead,10348,5371,7116,5725,11916
Wine,Other Style Wine,Rice Wine,5800,6738,6604,5867,5602
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,50,150,42,40,14
Wine,Portugal Wine,Portugal Red Wine,89567,104211,96188,95884,73616
Wine,Portugal Wine,Portugal Rose Wine,24408,18760,13249,22112,23585
Wine,Portugal Wine,Portugal Sparkling Wine,294,207,212,292,216
Wine,Portugal Wine,Portugal White Wine,56945,31090,27683,44672,53614
Wine,Sake,Japan Sake,60155,70716,62094,59785,58464
Wine,Sake,Other Country Sake,3663,3222,NA,3143,4508
Wine,Sake,USA Sake,58274,73933,71950,65642,55761
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,30,60,0,2,7
Wine,South Africa Wine,South Africa Red Wine,53788,64474,53893,55082,45702
