cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,76,169,112,58,50
Wine,Portugal Wine,Portugal Red Wine,"65,480","118,484","84,226","91,698","89,567"
Wine,Portugal Wine,Portugal Rose Wine,"23,924","19,691","12,006","25,366","24,408"
Wine,Portugal Wine,Portugal Sparkling Wine,252,590,274,789,294
Wine,Portugal Wine,Portugal White Wine,"54,408","41,575","30,324","59,206","56,945"
Wine,Sake,Japan Sake,"49,525","79,024","71,613","61,227","60,155"
Wine,Sake,Other Country Sake,"3,279","2,936","2,643","2,723","3,662"
Wine,Sake,USA Sake,"59,124","90,577","80,427","66,596","58,274"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,4,4,68,30
Wine,South Africa Wine,South Africa Red Wine,"48,500","86,654","63,906","58,674","57,190"
Wine,South Africa Wine,South Africa Rose Wine,"6,791","3,668","5,004","8,892","10,216"
Wine,South Africa Wine,South Africa Sparkling Wine,63,130,324,81,133
Wine,South Africa Wine,South Africa White Wine,"68,570","100,387","84,092","89,986","89,612"
Wine,Spain Wine,Spain Fruit and Dessert Wine,144,322,414,475,417
Wine,Spain Wine,Spain Red Wine,"215,100","346,542","236,232","233,007","201,460"
Wine,Spain Wine,Spain Rose Wine,"24,747","9,589","9,302","23,270","26,556"
Wine,Spain Wine,Spain Sparkling Wine,"76,189","131,094","54,068","70,141","75,357"
Wine,Spain Wine,Spain White Wine,"32,359","24,830","22,167","32,801","28,593"
Wine,USA Wine,USA Fruit and Dessert Wine,10,353,15,24,96
Wine,USA Wine,USA Red Wine,"846,304","1,632,531","940,071","975,253","1,008,516"
Wine,USA Wine,USA Rose Wine,"102,358","99,721","72,414","90,243","82,498"
Wine,USA Wine,USA Sparkling Wine,"6,884","13,958","7,438","6,165","5,702"
Wine,USA Wine,USA White Wine,"359,192","454,055","293,347","378,005","375,976"
