cat_type,category,subcategory,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4
Wine,Portugal Wine,Portugal White Wine,"21,920","51,872","48,218","29,783","26,133"
Wine,Sake,Japan Sake,"36,970","38,074","39,266","46,932","45,064"
Wine,Sake,Other Country Sake,"2,874","3,180","3,458","2,933","3,149"
Wine,Sake,USA Sake,"98,838","83,101","78,290","97,184","95,770"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,0,0
Wine,South Africa Wine,South Africa Red Wine,"120,146","99,326","115,798","140,338","115,299"
Wine,South Africa Wine,South Africa Rose Wine,0,"3,287","6,252",99,171
Wine,South Africa Wine,South Africa Sparkling Wine,"2,888","2,487","2,434","3,630","1,899"
Wine,South Africa Wine,South Africa White Wine,"79,336","107,054","113,879","92,309","79,514"
Wine,Spain Wine,Spain Fruit and Dessert Wine,18,216,322,273,412
Wine,Spain Wine,Spain Red Wine,"375,870","332,040","373,347","431,954","428,963"
Wine,Spain Wine,Spain Rose Wine,"6,470","18,456","16,671","8,484","8,998"
Wine,Spain Wine,Spain Sparkling Wine,"45,475","72,434","69,638","138,100","52,003"
Wine,Spain Wine,Spain White Wine,"75,018","27,869","55,040","40,127","105,671"
Wine,USA Wine,USA Fruit and Dessert Wine,184,360,310,36,279
Wine,USA Wine,USA Red Wine,"1,039,428","1,111,201","999,589","1,553,662","1,047,726"
Wine,USA Wine,USA Rose Wine,"122,055","146,498","149,953","134,666","127,376"
Wine,USA Wine,USA Sparkling Wine,"19,216","25,508","23,125","37,530","15,883"
Wine,USA Wine,USA White Wine,"410,961","505,356","540,421","548,218","434,956"
