cat_type,category,subcategory,period,netsales
Wine,Sake,Japan Sake,Fiscal 2018/19 Q3,1558327
Wine,Sake,Japan Sake,Fiscal 2018/19 Q4,1405677
Wine,Sake,Japan Sake,Fiscal 2019/20 Q1,1371118
Wine,Sake,Japan Sake,Fiscal 2019/20 Q2,1538556
Wine,Sake,Japan Sake,Fiscal 2019/20 Q3,1594252
Wine,Sake,Other Country Sake,Fiscal 2018/19 Q3,84019
Wine,Sake,Other Country Sake,Fiscal 2018/19 Q4,84521
Wine,Sake,Other Country Sake,Fiscal 2019/20 Q1,86621
Wine,Sake,Other Country Sake,Fiscal 2019/20 Q2,96654
Wine,Sake,Other Country Sake,Fiscal 2019/20 Q3,75703
Wine,Sake,USA Sake,Fiscal 2018/19 Q3,793771
Wine,Sake,USA Sake,Fiscal 2018/19 Q4,771547
Wine,Sake,USA Sake,Fiscal 2019/20 Q1,653327
Wine,Sake,USA Sake,Fiscal 2019/20 Q2,679113
Wine,Sake,USA Sake,Fiscal 2019/20 Q3,785341
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q3,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q4,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2019/20 Q1,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2019/20 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2019/20 Q3,0
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q3,1675724
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q4,1479540
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2019/20 Q1,1461248
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2019/20 Q2,1299850
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2019/20 Q3,1616418
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q3,5559
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q4,1453
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2019/20 Q1,137027
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2019/20 Q2,49656
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2019/20 Q3,16409
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q3,14556
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q4,4324
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2019/20 Q1,3423
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2019/20 Q2,3249
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2019/20 Q3,5841
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q3,1219491
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q4,1041638
Wine,South Africa Wine,South Africa White Wine,Fiscal 2019/20 Q1,1163886
Wine,South Africa Wine,South Africa White Wine,Fiscal 2019/20 Q2,1205157
Wine,South Africa Wine,South Africa White Wine,Fiscal 2019/20 Q3,997174
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q3,7153
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q4,7390
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2019/20 Q1,7985
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2019/20 Q2,8974
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2019/20 Q3,10971
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q3,5766660
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q4,4453924
Wine,Spain Wine,Spain Red Wine,Fiscal 2019/20 Q1,4873575
Wine,Spain Wine,Spain Red Wine,Fiscal 2019/20 Q2,4225827
Wine,Spain Wine,Spain Red Wine,Fiscal 2019/20 Q3,5661312
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q3,126937
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q4,117112
Wine,Spain Wine,Spain Rose Wine,Fiscal 2019/20 Q1,277534
Wine,Spain Wine,Spain Rose Wine,Fiscal 2019/20 Q2,380348
Wine,Spain Wine,Spain Rose Wine,Fiscal 2019/20 Q3,204800
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q3,2038439
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q4,810178
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2019/20 Q1,1162744
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2019/20 Q2,1211094
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2019/20 Q3,1913333
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q3,534862
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q4,507901
Wine,Spain Wine,Spain White Wine,Fiscal 2019/20 Q1,722917
Wine,Spain Wine,Spain White Wine,Fiscal 2019/20 Q2,655903
Wine,Spain Wine,Spain White Wine,Fiscal 2019/20 Q3,644781
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q3,936
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q4,426
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2019/20 Q1,170
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2019/20 Q2,802
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2019/20 Q3,1178
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q3,29263184
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q4,20132932
Wine,USA Wine,USA Red Wine,Fiscal 2019/20 Q1,21765527
Wine,USA Wine,USA Red Wine,Fiscal 2019/20 Q2,20378558
Wine,USA Wine,USA Red Wine,Fiscal 2019/20 Q3,32134998
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q3,1161230
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q4,1038125
Wine,USA Wine,USA Rose Wine,Fiscal 2019/20 Q1,1950084
Wine,USA Wine,USA Rose Wine,Fiscal 2019/20 Q2,1288045
Wine,USA Wine,USA Rose Wine,Fiscal 2019/20 Q3,1181252
Wine,USA Wine,USA Sparkling Wine,Fiscal 2018/19 Q3,602245
Wine,USA Wine,USA Sparkling Wine,Fiscal 2018/19 Q4,299391
Wine,USA Wine,USA Sparkling Wine,Fiscal 2019/20 Q1,331426
Wine,USA Wine,USA Sparkling Wine,Fiscal 2019/20 Q2,298496
Wine,USA Wine,USA Sparkling Wine,Fiscal 2019/20 Q3,447538
Wine,USA Wine,USA White Wine,Fiscal 2018/19 Q3,6995929
Wine,USA Wine,USA White Wine,Fiscal 2018/19 Q4,5718273
Wine,USA Wine,USA White Wine,Fiscal 2019/20 Q1,6633612
Wine,USA Wine,USA White Wine,Fiscal 2019/20 Q2,6600822
Wine,USA Wine,USA White Wine,Fiscal 2019/20 Q3,6663190
