cat_type,category,subcategory,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$150,332,021","$125,988,126","$109,843,662","$140,566,846","$132,796,059"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$39,953,525","$33,253,138","$31,944,111","$39,963,567","$41,864,801"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$42,653,933","$37,732,583","$33,831,408","$45,796,982","$46,139,159"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$22,372,961","$16,161,863","$14,030,821","$26,023,078","$22,411,672"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$500,528","$348,526","$357,713","$416,778","$424,488"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,007,055","$1,984,099","$1,545,304","$1,732,480","$1,664,007"
Beer,Import Beer,Asia And South Pacific Beer,"$1,791,448","$1,487,199","$1,518,103","$1,649,992","$1,833,273"
Beer,Import Beer,Europe Beer,"$28,976,670","$27,351,115","$23,176,961","$27,840,942","$27,807,019"
Beer,Import Beer,Mexico And Caribbean Beer,"$15,869,387","$8,653,245","$7,881,960","$14,957,196","$15,505,696"
Beer,Import Beer,Other Country Beer,"$195,544","$140,567","$106,176","$102,322","$115,957"
Beer,Import Beer,USA Beer,"$7,319,604","$5,837,780","$4,577,412","$6,702,560","$6,746,611"
