cat_type,category,subcategory,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4
Spirits,Other Spirits,Moonshine Spirits,"5,331","10,394","11,225","10,256","6,860"
Spirits,Other Spirits,Ready to Mix Cocktails,"21,536","20,196","26,389","18,947","17,838"
Spirits,Other Spirits,Ready to Serve Cocktails,"20,594","53,079","79,321","50,812","40,075"
Spirits,Other Spirits,Schnapps and Akvavit,"1,328","1,260","1,613","2,179","1,197"
Spirits,Rum,Amber Rum,"188,051","221,706","216,062","298,619","189,476"
Spirits,Rum,Dark Rum,"108,609","103,203","101,235","156,239","96,594"
Spirits,Rum,Flavoured Rum,"9,618","29,455","21,623","29,264","16,897"
Spirits,Rum,Spiced Rum,"233,022","271,417","279,900","482,858","200,378"
Spirits,Rum,White Rum,"263,905","316,082","321,881","318,189","238,839"
Spirits,Tequila,Blanco/Silver Tequila,"87,649","121,166","132,349","90,751","90,770"
Spirits,Tequila,Flavoured Tequila,"3,479","6,028","7,325","5,160","4,696"
Spirits,Tequila,Gold Tequila,"133,455","194,402","211,872","146,102","131,559"
Spirits,Tequila,Mezcal,"6,351","8,896","9,512","8,895","8,976"
Spirits,Vodka,Flavoured Vodka,"162,196","327,517","257,397","189,731","147,882"
Spirits,Vodka,Straight Vodka,"2,044,034","2,297,496","2,330,362","2,288,208","1,854,806"
Spirits,Whisky,American Whiskey,"60,407","68,165","64,234","79,581","55,778"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,770","3,104","2,455","4,258","2,816"
Spirits,Whisky,Blended Scotch Whisky,"253,533","264,215","228,528","315,250","231,231"
Spirits,Whisky,Bourbon Whiskey,"105,811","114,315","110,203","158,453","110,216"
Spirits,Whisky,Canadian Whisky,"1,022,988","1,195,118","1,080,519","1,388,331","943,043"
Spirits,Whisky,Flavoured Whisky,"1,996","1,791","9,570","15,887","4,770"
Spirits,Whisky,Irish Whiskey,"141,076","99,621","115,395","173,446","137,428"
Spirits,Whisky,Other Country Whisky,"14,352","13,020","14,287","23,103","16,209"
Spirits,Whisky,Single Malt Scotch Whisky,"110,898","131,796","112,743","231,565","113,693"
