cat_type,category,subcategory,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3
Wine,Portugal Wine,Portugal Rose Wine,"$169,831","$169,802","$218,555","$241,580","$212,350"
Wine,Portugal Wine,Portugal Sparkling Wine,"$12,335","$6,599","$5,376","$6,806","$14,844"
Wine,Portugal Wine,Portugal White Wine,"$408,276","$441,242","$724,244","$723,948","$593,279"
Wine,Sake,Japan Sake,"$2,573,600","$1,932,075","$2,510,194","$1,850,898","$2,893,772"
Wine,Sake,Other Country Sake,"$64,155","$52,806","$72,010","$74,395","$70,621"
Wine,Sake,USA Sake,"$823,955","$763,237","$758,017","$561,809","$869,477"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,"$11,558",$0,$0,$719
Wine,South Africa Wine,South Africa Red Wine,"$1,289,468","$907,775","$989,847","$671,559","$1,251,824"
Wine,South Africa Wine,South Africa Rose Wine,"$40,802","$44,918","$119,208","$78,448","$48,010"
Wine,South Africa Wine,South Africa Sparkling Wine,"$5,340","$9,006","$2,462","$1,293","$3,197"
Wine,South Africa Wine,South Africa White Wine,"$861,411","$849,550","$1,088,149","$827,449","$1,218,936"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$11,884","$20,060","$14,579","$10,192","$14,572"
Wine,Spain Wine,Spain Red Wine,"$5,530,548","$4,336,035","$3,995,770","$2,912,127","$5,026,320"
Wine,Spain Wine,Spain Rose Wine,"$225,566","$191,567","$262,237","$228,484","$115,516"
Wine,Spain Wine,Spain Sparkling Wine,"$2,014,349","$937,102","$1,221,545","$1,288,884","$2,272,985"
Wine,Spain Wine,Spain White Wine,"$660,957","$448,544","$554,550","$445,423","$430,806"
Wine,USA Wine,USA Fruit and Dessert Wine,$418,$276,$276,$226,"$17,830"
Wine,USA Wine,USA Red Wine,"$38,918,633","$23,962,111","$28,932,386","$19,312,911","$38,948,792"
Wine,USA Wine,USA Rose Wine,"$1,126,675","$990,854","$1,319,739","$1,334,048","$1,141,452"
Wine,USA Wine,USA Sparkling Wine,"$442,304","$182,550","$228,336","$174,706","$370,876"
Wine,USA Wine,USA White Wine,"$7,354,183","$5,414,911","$7,367,769","$6,287,968","$8,015,283"
