cat_type,category,subcategory,period,netsales
Refreshment Beverages,Cider,Domestic Cider,FY2024Q2,21392397
Refreshment Beverages,Cider,Domestic Cider,FY2024Q3,13636629
Refreshment Beverages,Cider,Domestic Cider,FY2024Q4,12835506
Refreshment Beverages,Cider,Domestic Cider,FY2025Q1,17478429
Refreshment Beverages,Cider,Domestic Cider,FY2025Q2,20534437
Refreshment Beverages,Cider,Import Cider,FY2024Q2,3561401
Refreshment Beverages,Cider,Import Cider,FY2024Q3,3018955
Refreshment Beverages,Cider,Import Cider,FY2024Q4,2436261
Refreshment Beverages,Cider,Import Cider,FY2025Q1,3385628
Refreshment Beverages,Cider,Import Cider,FY2025Q2,3547950
Refreshment Beverages,Coolers,Malt-Based Coolers,FY2024Q2,816425
Refreshment Beverages,Coolers,Malt-Based Coolers,FY2024Q3,380890
Refreshment Beverages,Coolers,Malt-Based Coolers,FY2024Q4,235697
Refreshment Beverages,Coolers,Malt-Based Coolers,FY2025Q1,363377
Refreshment Beverages,Coolers,Malt-Based Coolers,FY2025Q2,577771
Refreshment Beverages,Coolers,Spirit Coolers,FY2024Q2,116254018
Refreshment Beverages,Coolers,Spirit Coolers,FY2024Q3,68070153
Refreshment Beverages,Coolers,Spirit Coolers,FY2024Q4,68725348
Refreshment Beverages,Coolers,Spirit Coolers,FY2025Q1,101493789
Refreshment Beverages,Coolers,Spirit Coolers,FY2025Q2,116921169
Refreshment Beverages,Coolers,Wine/Fruit Coolers,FY2024Q2,2008364
Refreshment Beverages,Coolers,Wine/Fruit Coolers,FY2024Q3,1248176
Refreshment Beverages,Coolers,Wine/Fruit Coolers,FY2024Q4,1040297
Refreshment Beverages,Coolers,Wine/Fruit Coolers,FY2025Q1,1275019
Refreshment Beverages,Coolers,Wine/Fruit Coolers,FY2025Q2,1137198
