cat_type,category,subcategory,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3
Spirits,Other Spirits,Moonshine Spirits,"$413,737","$270,084","$319,804","$483,008","$424,085"
Spirits,Other Spirits,Ready to Mix Cocktails,"$380,780","$356,258","$455,998","$596,506","$376,071"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,207,162","$1,021,046","$1,904,670","$1,717,996","$2,023,137"
Spirits,Other Spirits,Schnapps and Akvavit,"$88,494","$47,926","$53,098","$63,388","$92,818"
Spirits,Rum,Amber Rum,"$8,797,398","$5,474,260","$6,108,770","$6,468,316","$9,153,787"
Spirits,Rum,Dark Rum,"$4,261,026","$2,662,785","$2,831,889","$2,769,141","$4,152,566"
Spirits,Rum,Flavoured Rum,"$838,093","$469,643","$744,698","$735,813","$648,610"
Spirits,Rum,Spiced Rum,"$13,632,534","$5,789,262","$6,923,773","$7,507,846","$13,088,524"
Spirits,Rum,White Rum,"$7,503,286","$5,634,272","$7,272,574","$7,599,440","$7,346,878"
Spirits,Tequila,Blanco/Silver Tequila,"$4,160,969","$3,967,448","$7,369,876","$8,854,003","$6,794,307"
Spirits,Tequila,Flavoured Tequila,"$205,423","$193,056","$405,139","$481,828","$337,738"
Spirits,Tequila,Gold Tequila,"$6,985,119","$6,198,864","$10,084,602","$11,644,103","$10,558,441"
Spirits,Tequila,Mezcal,"$616,646","$607,986","$703,362","$886,359","$867,013"
Spirits,Vodka,Flavoured Vodka,"$5,526,932","$4,263,568","$6,651,406","$6,996,319","$6,385,331"
Spirits,Vodka,Straight Vodka,"$57,699,869","$46,338,251","$55,824,882","$58,705,273","$59,641,673"
Spirits,Whisky,American Whiskey,"$3,096,197","$2,051,957","$2,427,204","$2,505,301","$3,623,043"
Spirits,Whisky,Blended Malt Scotch Whisky,"$297,439","$174,253","$164,997","$250,928","$386,557"
Spirits,Whisky,Blended Scotch Whisky,"$10,350,671","$7,118,401","$7,451,728","$7,565,514","$10,700,086"
Spirits,Whisky,Bourbon Whiskey,"$6,623,323","$4,450,098","$4,984,946","$4,519,644","$7,521,194"
Spirits,Whisky,Canadian Whisky,"$36,707,456","$24,561,549","$29,093,464","$28,079,886","$36,334,606"
Spirits,Whisky,Flavoured Whisky,"$460,659","$132,722","$211,138","$517,873","$549,273"
Spirits,Whisky,Irish Whiskey,"$6,826,775","$5,118,683","$4,359,002","$5,228,717","$7,256,211"
Spirits,Whisky,Other Country Whisky,"$1,985,335","$1,372,027","$1,199,551","$1,341,233","$2,252,362"
Spirits,Whisky,Single Malt Scotch Whisky,"$20,265,769","$9,940,472","$10,415,874","$12,515,137","$20,948,181"
