cat_type,category,subcategory,Fiscal 2015/16 Q3,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3
Refreshment Beverages,Cider,Domestic Cider,"$11,530,019","$10,131,009","$17,073,824","$17,268,158","$11,067,119"
Refreshment Beverages,Cider,Import Cider,"$4,016,979","$3,670,430","$6,202,938","$6,375,166","$3,962,606"
Refreshment Beverages,Coolers,Malt-Based Coolers,"$2,329,606","$2,056,565","$5,217,757","$5,997,194","$2,123,073"
Refreshment Beverages,Coolers,Spirit Coolers,"$13,682,975","$11,698,479","$27,996,942","$29,313,162","$14,585,433"
Refreshment Beverages,Coolers,Wine/Fruit Coolers,"$777,734","$631,556","$978,597","$967,848","$652,864"
