cat_type,category,subcategory,period,netsales
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2021/22 Q4,13130592
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2022/23 Q1,19520980
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2022/23 Q2,23879152
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2022/23 Q3,16137075
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2022/23 Q4,13081776
Refreshment Beverages,Cider,Import Cider,Fiscal 2021/22 Q4,2523142
Refreshment Beverages,Cider,Import Cider,Fiscal 2022/23 Q1,3393399
Refreshment Beverages,Cider,Import Cider,Fiscal 2022/23 Q2,2800011
Refreshment Beverages,Cider,Import Cider,Fiscal 2022/23 Q3,2840466
Refreshment Beverages,Cider,Import Cider,Fiscal 2022/23 Q4,2567273
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2021/22 Q4,198025
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2022/23 Q1,452351
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2022/23 Q2,554057
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2022/23 Q3,337971
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2022/23 Q4,342111
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2021/22 Q4,59808761
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2022/23 Q1,97926272
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2022/23 Q2,102822986
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2022/23 Q3,70331395
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2022/23 Q4,66894017
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2021/22 Q4,1439983
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2022/23 Q1,2036396
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2022/23 Q2,2392871
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2022/23 Q3,1523439
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2022/23 Q4,1336679
