cat_type,category,subcategory,period,litres
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2022/23 Q4,8025
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q1,14043
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q2,15223
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q3,15071
Spirits,Other Spirits,Moonshine Spirits,Fiscal 2023/24 Q4,11410
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2022/23 Q4,25290
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q1,32202
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q2,29918
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q3,25622
Spirits,Other Spirits,Ready to Mix Cocktails,Fiscal 2023/24 Q4,24980
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2022/23 Q4,53066
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q1,123524
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q2,141636
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q3,79736
Spirits,Other Spirits,Ready to Serve Cocktails,Fiscal 2023/24 Q4,72773
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2022/23 Q4,1053
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q1,1008
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q2,957
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q3,1242
Spirits,Other Spirits,Schnapps and Akvavit,Fiscal 2023/24 Q4,834
Spirits,Rum,Amber Rum,Fiscal 2022/23 Q4,170572
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q1,187451
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q2,199497
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q3,273174
Spirits,Rum,Amber Rum,Fiscal 2023/24 Q4,148687
Spirits,Rum,Dark Rum,Fiscal 2022/23 Q4,83943
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q1,93784
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q2,87920
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q3,132072
Spirits,Rum,Dark Rum,Fiscal 2023/24 Q4,85054
Spirits,Rum,Flavoured Rum,Fiscal 2022/23 Q4,16225
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q1,17730
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q2,14893
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q3,12276
Spirits,Rum,Flavoured Rum,Fiscal 2023/24 Q4,10033
Spirits,Rum,Spiced Rum,Fiscal 2022/23 Q4,208982
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q1,231622
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q2,247267
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q3,415689
Spirits,Rum,Spiced Rum,Fiscal 2023/24 Q4,184954
Spirits,Rum,White Rum,Fiscal 2022/23 Q4,239519
Spirits,Rum,White Rum,Fiscal 2023/24 Q1,296783
Spirits,Rum,White Rum,Fiscal 2023/24 Q2,307734
Spirits,Rum,White Rum,Fiscal 2023/24 Q3,311255
Spirits,Rum,White Rum,Fiscal 2023/24 Q4,208592
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2022/23 Q4,147504
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q1,222207
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q2,236423
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q3,174654
Spirits,Tequila,Blanco/Silver Tequila,Fiscal 2023/24 Q4,148923
Spirits,Tequila,Flavoured Tequila,Fiscal 2022/23 Q4,10672
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q1,17020
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q2,18476
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q3,12890
Spirits,Tequila,Flavoured Tequila,Fiscal 2023/24 Q4,10364
Spirits,Tequila,Gold Tequila,Fiscal 2022/23 Q4,175714
Spirits,Tequila,Gold Tequila,Fiscal 2023/24 Q1,236152
Spirits,Tequila,Gold Tequila,Fiscal 2023/24 Q2,231150
Spirits,Tequila,Gold Tequila,Fiscal 2023/24 Q3,192495
Spirits,Tequila,Gold Tequila,Fiscal 2023/24 Q4,151754
Spirits,Tequila,Mezcal,Fiscal 2022/23 Q4,12436
Spirits,Tequila,Mezcal,Fiscal 2023/24 Q1,17896
Spirits,Tequila,Mezcal,Fiscal 2023/24 Q2,16816
Spirits,Tequila,Mezcal,Fiscal 2023/24 Q3,15564
Spirits,Tequila,Mezcal,Fiscal 2023/24 Q4,14742
Spirits,Vodka,Flavoured Vodka,Fiscal 2022/23 Q4,155005
Spirits,Vodka,Flavoured Vodka,Fiscal 2023/24 Q1,201066
Spirits,Vodka,Flavoured Vodka,Fiscal 2023/24 Q2,178085
Spirits,Vodka,Flavoured Vodka,Fiscal 2023/24 Q3,167956
