cat_type,category,subcategory,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1
Spirits,Other Spirits,Moonshine Spirits,"6,974","8,349","8,764","4,757","7,210"
Spirits,Other Spirits,Ready to Mix Cocktails,"30,862","31,639","23,977","21,631","27,596"
Spirits,Other Spirits,Ready to Serve Cocktails,"27,100","25,140","26,395","13,952","24,329"
Spirits,Other Spirits,Schnapps and Akvavit,"1,518","1,600","2,176","1,126","1,413"
Spirits,Rum,Amber Rum,"183,988","200,798","298,411","163,991","187,044"
Spirits,Rum,Dark Rum,"101,140","98,938","155,904","88,059","99,227"
Spirits,Rum,Flavoured Rum,"12,676","12,736","14,123","8,874","15,491"
Spirits,Rum,Spiced Rum,"240,137","272,192","433,466","208,884","233,208"
Spirits,Rum,White Rum,"312,220","321,004","353,357","231,896","301,284"
Spirits,Tequila,Blanco/Silver Tequila,"90,858","98,054","79,307","70,951","110,395"
Spirits,Tequila,Flavoured Tequila,"3,646","3,550","2,845","2,660","4,190"
Spirits,Tequila,Gold Tequila,"183,950","190,804","151,721","125,555","187,430"
Spirits,Tequila,Mezcal,"5,035","5,145","5,866","5,524","7,162"
Spirits,Vodka,Flavoured Vodka,"138,575","139,949","129,766","96,026","164,826"
Spirits,Vodka,Straight Vodka,"2,112,994","2,205,669","2,268,394","1,782,664","2,169,470"
Spirits,Whisky,American Whiskey,"66,946","71,604","82,028","71,479","61,785"
Spirits,Whisky,Blended Malt Scotch Whisky,"1,506","1,569","2,835","2,020","2,317"
Spirits,Whisky,Blended Scotch Whisky,"242,974","221,138","306,905","221,364","251,667"
Spirits,Whisky,Bourbon Whiskey,"91,616","92,681","118,056","86,974","90,987"
Spirits,Whisky,Canadian Whisky,"1,071,651","1,075,848","1,354,911","929,677","1,107,320"
Spirits,Whisky,Flavoured Whisky,723,739,"14,522","7,311","12,200"
Spirits,Whisky,Irish Whiskey,"88,955","100,793","150,627","123,609","93,448"
Spirits,Whisky,Other Country Whisky,"8,945","11,487","15,989","11,598","12,041"
Spirits,Whisky,Single Malt Scotch Whisky,"114,979","106,969","189,590","113,990","119,342"
