cat_type,category,subcategory,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$156,376,307","$136,397,804","$117,906,954","$158,013,219","$152,918,936"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$25,843,938","$23,500,523","$23,431,276","$31,812,805","$33,555,947"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$37,609,821","$33,027,188","$28,829,991","$39,907,097","$40,067,137"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$18,572,743","$10,303,559","$9,486,386","$18,317,459","$17,961,901"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$260,430","$191,845","$199,755","$309,892","$323,856"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,514,621","$2,205,595","$2,016,810","$2,523,052","$2,214,647"
Beer,Import Beer,Asia And South Pacific Beer,"$1,848,068","$1,546,861","$1,536,704","$1,793,519","$1,952,443"
Beer,Import Beer,Europe Beer,"$28,719,080","$26,324,326","$23,253,270","$29,106,766","$29,306,646"
Beer,Import Beer,Mexico And Caribbean Beer,"$15,003,177","$7,560,001","$7,183,290","$14,359,709","$15,850,079"
Beer,Import Beer,Other Country Beer,"$56,119","$48,495","$47,385","$65,728","$74,183"
Beer,Import Beer,USA Beer,"$14,998,501","$10,722,619","$9,871,742","$14,441,783","$15,326,746"
