cat_type,category,subcategory,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2,FY2025Q3
Spirits,Asian Spirits,China Spirits,18632,17502,13431,13655,16953
Spirits,Asian Spirits,Korea Spirits,74640,75485,66314,76274,75298
Spirits,Asian Spirits,Other Country Asian Spirits,4047,3359,3506,3980,3924
Spirits,Gin,Dry Gin,326680,424,987,442208,399014
Spirits,Gin,Flavoured Gin,28847,20696,32377,32549,25424
Spirits,Gin,Other Gin,11336,9371,19223,15632,14166
Spirits,Grape and Fruit Brandy,Armagnac,874,713,267,378,575
Spirits,Grape and Fruit Brandy,Brandy,116418,72726,67201,62760,106103
Spirits,Grape and Fruit Brandy,Cognac,32074,18523,16195,16417,26920
Spirits,Grape and Fruit Brandy,Eau de Vie,8038,3550,5563,4776,7748
Spirits,Grape and Fruit Brandy,Grappa And Marc,1522,1134,1152,971,1383
Spirits,Grape and Fruit Brandy,Pisco,3184,2707,3311,3042,3319
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,362861,255641,305487,301251,341173
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,129886,65300,65638,74573,132781
Spirits,Liqueurs,Cream/Dairy Liqueurs,762718,199658,225650,278863,688335
Spirits,Liqueurs,Fruit Liqueurs,233256,162564,216531,238919,232278
Spirits,Liqueurs,Nut Liqueurs,70590,38743,55137,58760,64163
Spirits,Liqueurs,Other Liqueurs,44921,30060,34126,41317,45443
Spirits,Liqueurs,Whiskey Liqueurs,60085,38377,41857,43685,68067
Spirits,Other Spirits,Cachaca,832,1063,1124,1442,927
Spirits,Other Spirits,Flavoured Spirits,14388,1933,2369,2877,17806
Spirits,Other Spirits,Miscellaneous/Other Spirits,4960,4526,3968,5383,4102
Spirits,Other Spirits,Moonshine Spirits,15069,11410,11808,14674,13011
Spirits,Other Spirits,Ready to Mix Cocktails,25622,24980,27133,28841,25584
Spirits,Other Spirits,Ready to Serve Cocktails,61930,59226,121388,124088,63223
Spirits,Other Spirits,Schnapps and Akvavit,1242,877,874,869,1371
Spirits,Rum,Amber Rum,273174,148687,176788,181273,245537
Spirits,Rum,Dark Rum,132072,85054,84682,80504,120453
Spirits,Rum,Flavoured Rum,14373,12045,14267,15657,14054
Spirits,Rum,Spiced Rum,415689,184954,219930,221764,374126
Spirits,Rum,White Rum,309158,206580,278179,284130,289083
Spirits,Tequila,Blanco/Silver Tequila,174654,148923,210349,244509,176971
Spirits,Tequila,Flavoured Tequila,12890,10364,18072,20366,17549
Spirits,Tequila,Gold Tequila,192495,151754,221990,222106,194204
Spirits,Tequila,Mezcal,15564,14742,16769,17782,14372
Spirits,Vodka,Flavoured Vodka,167956,122220,145939,145974,133599
Spirits,Vodka,Straight Vodka,2262499,1848933,2068204,2121556,2242171
Spirits,Whisky,American Whiskey,88821,65037,73116,69545,89930
Spirits,Whisky,Blended Malt Scotch Whisky,5554,3309,3365,4379,5383
Spirits,Whisky,Blended Scotch Whisky,262227,198001,220489,201197,246803
Spirits,Whisky,Bourbon Whiskey,171050,119428,136296,124175,182415
Spirits,Whisky,Canadian Whisky,1297095,917867,1066937,1045943,1221800
Spirits,Whisky,Flavoured Whisky,29818,21533,17906,31126,37799
Spirits,Whisky,Irish Whiskey,190610,149786,115937,133056,183153
Spirits,Whisky,Other Country Whisky,25215,14428,19022,13961,28486
Spirits,Whisky,Single Malt Scotch Whisky,184334,87416,107401,90776,164738
