cat_type,category,subcategory,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"30,901,589","27,945,744","34,220,656","36,514,087","29,204,446"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"6,794,101","6,498,529","8,621,998","9,100,734","6,874,287"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"11,741,194","10,555,768","13,822,752","14,187,345","11,440,500"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"7,600,128","6,678,444","10,356,316","11,603,503","7,144,959"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"21,985","13,202","25,591","35,257","21,606"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"174,793","165,147","213,324","226,665","183,898"
Beer,Import Beer,Asia And South Pacific Beer,"270,570","249,099","313,137","255,192","305,824"
Beer,Import Beer,Europe Beer,"4,256,299","3,941,417","4,832,675","4,276,005","4,335,870"
Beer,Import Beer,Mexico And Caribbean Beer,"363,156","388,696","664,524","682,522","368,712"
Beer,Import Beer,Other Country Beer,"20,933","8,878","5,524","4,320","3,308"
Beer,Import Beer,USA Beer,"292,809","301,161","414,227","465,987","319,646"
