cat_type,category,subcategory,Fiscal 2015/16 Q2,Fiscal 2015/16 Q3,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2
Spirits,Other Spirits,Moonshine Spirits,"6,142","6,891","4,115","4,576","4,585"
Spirits,Other Spirits,Ready to Mix Cocktails,"40,005","28,033","26,153","35,233","36,622"
Spirits,Other Spirits,Ready to Serve Cocktails,"29,541","14,609","11,758","26,088","33,660"
Spirits,Other Spirits,Schnapps and Akvavit,"1,784","3,108","1,623","1,839","2,469"
Spirits,Rum,Amber Rum,"222,862","315,494","161,908","205,720","218,647"
Spirits,Rum,Dark Rum,"111,689","171,276","97,977","103,340","108,970"
Spirits,Rum,Flavoured Rum,"10,880","8,666","7,091","17,072","21,952"
Spirits,Rum,Spiced Rum,"288,757","449,953","206,040","271,172","290,272"
Spirits,Rum,White Rum,"369,295","400,858","259,563","337,404","346,552"
Spirits,Tequila,Blanco/Silver Tequila,"55,300","46,383","39,072","66,050","68,219"
Spirits,Tequila,Flavoured Tequila,"3,142","4,131","3,282","5,122","5,402"
Spirits,Tequila,Gold Tequila,"167,096","127,701","103,373","155,666","168,322"
Spirits,Tequila,Mezcal,"1,282","1,078","1,075","2,266","1,606"
Spirits,Vodka,Flavoured Vodka,"143,655","131,446","99,510","127,856","134,522"
Spirits,Vodka,Straight Vodka,"2,054,247","2,193,134","1,630,825","2,048,829","2,118,807"
Spirits,Whisky,American Whiskey,"74,406","95,343","66,060","75,638","78,898"
Spirits,Whisky,Blended Malt Scotch Whisky,663,"1,495",854,909,814
Spirits,Whisky,Blended Scotch Whisky,"244,767","319,288","223,443","259,264","245,744"
Spirits,Whisky,Bourbon Whiskey,"71,203","92,061","77,993","77,179","79,464"
Spirits,Whisky,Canadian Whisky,"1,015,300","1,385,764","920,479","1,017,303","1,141,226"
Spirits,Whisky,Flavoured Whisky,"1,804","2,031","2,001",766,"1,419"
Spirits,Whisky,Irish Whiskey,"58,909","104,243","81,271","60,802","72,602"
Spirits,Whisky,Other Country Whisky,"2,822","8,639","5,188","5,700","6,998"
Spirits,Whisky,Single Malt Scotch Whisky,"98,549","183,039","95,950","110,552","103,382"
