cat_type,category,subcategory,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4
Spirits,Other Spirits,Moonshine Spirits,"$390,965","$641,873","$688,543","$689,201","$513,803"
Spirits,Other Spirits,Ready to Mix Cocktails,"$506,119","$628,568","$589,462","$508,755","$488,178"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,192,405","$2,432,206","$2,619,609","$2,051,700","$1,663,847"
Spirits,Other Spirits,Schnapps and Akvavit,"$42,768","$42,066","$38,017","$50,809","$35,337"
Spirits,Rum,Amber Rum,"$5,203,086","$5,683,599","$6,146,286","$8,587,760","$4,636,073"
Spirits,Rum,Dark Rum,"$2,379,644","$2,625,621","$2,522,369","$3,880,574","$2,409,901"
Spirits,Rum,Flavoured Rum,"$490,232","$502,578","$432,939","$372,700","$292,899"
Spirits,Rum,Spiced Rum,"$6,277,696","$6,968,589","$7,417,941","$12,344,985","$5,671,746"
Spirits,Rum,White Rum,"$5,733,294","$7,170,324","$7,482,550","$7,550,436","$5,133,209"
Spirits,Tequila,Blanco/Silver Tequila,"$7,009,150","$10,540,593","$11,351,090","$8,899,184","$7,356,380"
Spirits,Tequila,Flavoured Tequila,"$535,606","$834,421","$899,775","$801,173","$542,283"
Spirits,Tequila,Gold Tequila,"$10,168,127","$11,923,358","$12,395,635","$11,005,909","$8,157,166"
Spirits,Tequila,Mezcal,"$898,931","$1,299,093","$1,135,103","$1,044,944","$972,308"
Spirits,Vodka,Flavoured Vodka,"$4,818,925","$6,262,612","$5,443,812","$5,332,826","$3,804,296"
Spirits,Vodka,Straight Vodka,"$49,853,721","$57,710,923","$60,084,701","$60,328,810","$48,844,887"
Spirits,Whisky,American Whiskey,"$2,752,239","$2,809,603","$2,754,113","$3,882,372","$2,607,951"
Spirits,Whisky,Blended Malt Scotch Whisky,"$281,678","$212,854","$254,372","$406,663","$221,485"
Spirits,Whisky,Blended Scotch Whisky,"$7,572,461","$8,068,380","$7,564,064","$10,068,342","$6,969,087"
Spirits,Whisky,Bourbon Whiskey,"$5,878,635","$6,127,863","$5,608,379","$8,285,996","$5,418,580"
Spirits,Whisky,Canadian Whisky,"$25,562,272","$29,197,535","$29,007,677","$35,628,433","$24,694,831"
Spirits,Whisky,Flavoured Whisky,"$364,651","$328,701","$359,011","$1,060,595","$757,234"
Spirits,Whisky,Irish Whiskey,"$5,949,074","$5,316,171","$5,308,816","$7,869,004","$5,915,524"
Spirits,Whisky,Other Country Whisky,"$1,463,444","$1,585,406","$1,249,125","$2,723,834","$1,456,846"
Spirits,Whisky,Single Malt Scotch Whisky,"$11,802,807","$10,572,826","$9,465,169","$19,659,385","$8,299,645"
