cat_type,category,subcategory,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1
Spirits,Other Spirits,Moonshine Spirits,"8,510","9,224","14,580","8,025","14,043"
Spirits,Other Spirits,Ready to Mix Cocktails,"33,281","27,452","27,687","25,290","32,202"
Spirits,Other Spirits,Ready to Serve Cocktails,"83,194","106,693","67,903","54,447","125,435"
Spirits,Other Spirits,Schnapps and Akvavit,"1,427",917,"1,695","1,053","1,008"
Spirits,Rum,Amber Rum,"209,978","197,998","301,087","170,572","187,451"
Spirits,Rum,Dark Rum,"105,885","89,103","161,230","83,943","93,784"
Spirits,Rum,Flavoured Rum,"27,472","23,463","26,558","16,225","17,730"
Spirits,Rum,Spiced Rum,"263,992","253,059","484,154","208,982","231,622"
Spirits,Rum,White Rum,"306,139","308,914","334,035","239,519","296,783"
Spirits,Tequila,Blanco/Silver Tequila,"194,709","211,219","181,928","147,504","222,207"
Spirits,Tequila,Flavoured Tequila,"11,026","8,405","15,199","10,672","17,020"
Spirits,Tequila,Gold Tequila,"260,354","252,749","226,514","175,714","236,152"
Spirits,Tequila,Mezcal,"16,272","13,414","18,357","12,436","17,896"
Spirits,Vodka,Flavoured Vodka,"218,575","207,041","208,089","155,005","201,048"
Spirits,Vodka,Straight Vodka,"2,251,488","2,223,925","2,463,681","1,918,450","2,172,379"
Spirits,Whisky,American Whiskey,"80,856","64,327","105,679","69,776","70,669"
Spirits,Whisky,Blended Malt Scotch Whisky,"3,514","2,622","2,898","4,268","3,268"
Spirits,Whisky,Blended Scotch Whisky,"258,819","195,530","315,241","212,672","233,563"
Spirits,Whisky,Bourbon Whiskey,"158,264","110,653","194,894","131,789","134,987"
Spirits,Whisky,Canadian Whisky,"1,152,559","1,021,508","1,414,380","953,578","1,083,466"
Spirits,Whisky,Flavoured Whisky,"7,681","6,128","27,536","10,534","9,403"
Spirits,Whisky,Irish Whiskey,"138,202","134,030","215,893","153,503","134,393"
Spirits,Whisky,Other Country Whisky,"21,832","11,802","30,130","18,610","18,580"
Spirits,Whisky,Single Malt Scotch Whisky,"152,514","91,445","218,715","115,625","116,753"
