cat_type,category,subcategory,period,litres
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q2,4806500
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q3,3239883
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q4,2898102
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q1,4379134
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q2,4425793
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q2,1334089
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q3,831804
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q4,780815
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q1,1189261
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q2,1177247
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q2,206546
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q3,68137
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q4,77192
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q1,151402
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q2,106680
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q2,11805494
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q3,6614175
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q4,6915278
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q1,13712974
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q2,14867929
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q2,190933
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q3,125940
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q4,133209
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q1,202880
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q2,180708
