cat_type,category,subcategory,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2
Spirits,Other Spirits,Moonshine Spirits,"$483,008","$424,527","$269,458","$380,615","$396,948"
Spirits,Other Spirits,Ready to Mix Cocktails,"$596,506","$376,071","$421,451","$653,454","$532,448"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,493,600","$1,612,998","$1,136,203","$1,705,867","$1,862,463"
Spirits,Other Spirits,Schnapps and Akvavit,"$63,388","$92,818","$47,108","$58,585","$40,021"
Spirits,Rum,Amber Rum,"$6,468,316","$9,163,781","$5,312,524","$6,346,520","$6,017,855"
Spirits,Rum,Dark Rum,"$2,769,141","$4,152,566","$2,800,161","$3,012,374","$2,529,684"
Spirits,Rum,Flavoured Rum,"$735,813","$651,727","$670,218","$773,320","$673,294"
Spirits,Rum,Spiced Rum,"$7,507,846","$13,088,524","$6,163,519","$7,656,607","$7,374,748"
Spirits,Rum,White Rum,"$7,585,779","$7,348,025","$5,585,375","$7,250,317","$7,344,778"
Spirits,Tequila,Blanco/Silver Tequila,"$8,854,003","$6,794,307","$5,512,358","$9,058,701","$9,825,731"
Spirits,Tequila,Flavoured Tequila,"$481,828","$337,738","$304,786","$458,135","$345,750"
Spirits,Tequila,Gold Tequila,"$11,644,103","$10,558,441","$8,884,822","$12,813,947","$12,625,685"
Spirits,Tequila,Mezcal,"$886,359","$867,013","$821,324","$1,105,069","$925,485"
Spirits,Vodka,Flavoured Vodka,"$6,996,319","$6,400,285","$4,098,357","$6,434,431","$5,976,443"
Spirits,Vodka,Straight Vodka,"$58,705,273","$59,649,023","$46,986,007","$57,957,421","$58,374,206"
Spirits,Whisky,American Whiskey,"$2,400,748","$3,507,481","$2,388,347","$3,149,190","$2,408,393"
Spirits,Whisky,Blended Malt Scotch Whisky,"$250,928","$386,557","$209,684","$200,629","$165,290"
Spirits,Whisky,Blended Scotch Whisky,"$7,565,514","$10,700,086","$7,205,015","$8,644,451","$6,798,876"
Spirits,Whisky,Bourbon Whiskey,"$4,624,197","$7,636,756","$5,370,282","$6,766,957","$4,851,660"
Spirits,Whisky,Canadian Whisky,"$28,079,886","$36,357,353","$24,457,048","$30,258,011","$26,999,047"
Spirits,Whisky,Flavoured Whisky,"$517,873","$549,273","$280,514","$298,432","$237,508"
Spirits,Whisky,Irish Whiskey,"$5,228,717","$7,256,211","$5,802,216","$5,305,687","$5,118,210"
Spirits,Whisky,Other Country Whisky,"$1,341,233","$2,252,362","$1,105,928","$1,868,961","$965,549"
Spirits,Whisky,Single Malt Scotch Whisky,"$12,515,137","$20,948,181","$10,143,243","$13,539,095","$8,287,972"
