cat_type,category,subcategory,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2
Wine,Sake,USA Sake,"78,290","97,184","95,770","73,508","77,550"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,0,0
Wine,South Africa Wine,South Africa Red Wine,"115,798","140,338","115,299","96,282","124,912"
Wine,South Africa Wine,South Africa Rose Wine,"6,252",99,171,"7,417","7,688"
Wine,South Africa Wine,South Africa Sparkling Wine,"2,434","3,630","1,899","2,062","1,938"
Wine,South Africa Wine,South Africa White Wine,"113,879","92,309","79,514","93,782","108,625"
Wine,Spain Wine,Spain Fruit and Dessert Wine,322,273,412,518,128
Wine,Spain Wine,Spain Red Wine,"373,347","431,954","428,963","299,202","356,965"
Wine,Spain Wine,Spain Rose Wine,"16,671","8,484","8,998","19,139","25,059"
Wine,Spain Wine,Spain Sparkling Wine,"69,638","138,100","52,003","69,665","70,095"
Wine,Spain Wine,Spain White Wine,"55,040","40,127","105,671","32,908","53,317"
Wine,USA Wine,USA Fruit and Dessert Wine,310,36,279,81,189
Wine,USA Wine,USA Red Wine,"999,868","1,554,310","1,044,038","1,029,196","1,044,822"
Wine,USA Wine,USA Rose Wine,"149,953","134,666","127,376","159,008","148,480"
Wine,USA Wine,USA Sparkling Wine,"23,125","37,530","15,883","19,918","22,134"
Wine,USA Wine,USA White Wine,"540,421","548,218","439,016","487,744","532,499"
