cat_type,category,subcategory,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3
Wine,Portugal Wine,Portugal Rose Wine,"18,995","15,653","20,837","23,924","19,691"
Wine,Portugal Wine,Portugal Sparkling Wine,560,288,256,252,590
Wine,Portugal Wine,Portugal White Wine,"30,816","33,330","56,638","54,408","41,575"
Wine,Sake,Japan Sake,"69,489","58,407","65,927","49,306","78,681"
Wine,Sake,Other Country Sake,"3,294","2,378","3,159","3,279","2,924"
Wine,Sake,USA Sake,"88,968","82,605","81,855","59,124","90,577"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,75,0,0,4
Wine,South Africa Wine,South Africa Red Wine,"99,458","68,498","74,704","48,500","86,654"
Wine,South Africa Wine,South Africa Rose Wine,"3,986","3,595","9,913","6,791","3,668"
Wine,South Africa Wine,South Africa Sparkling Wine,256,526,108,63,130
Wine,South Africa Wine,South Africa White Wine,"79,715","75,318","90,205","68,570","100,387"
Wine,Spain Wine,Spain Fruit and Dessert Wine,457,850,528,374,512
Wine,Spain Wine,Spain Red Wine,"432,996","337,890","289,899","215,100","346,542"
Wine,Spain Wine,Spain Rose Wine,"28,228","24,184","24,842","24,747","9,589"
Wine,Spain Wine,Spain Sparkling Wine,"125,572","57,584","71,084","76,189","131,094"
Wine,Spain Wine,Spain White Wine,"67,505","38,642","39,413","32,359","24,830"
Wine,USA Wine,USA Fruit and Dessert Wine,19,12,12,10,353
Wine,USA Wine,USA Red Wine,"1,721,863","1,083,021","1,230,987","846,304","1,632,531"
Wine,USA Wine,USA Rose Wine,"113,462","94,122","109,676","102,358","99,721"
Wine,USA Wine,USA Sparkling Wine,"17,263","8,032","9,656","6,884","13,958"
Wine,USA Wine,USA White Wine,"445,271","325,956","423,074","359,192","454,055"
