cat_type,category,subcategory,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2
Spirits,Other Spirits,Moonshine Spirits,"$240,748","$264,768","$289,431","$290,038","$351,076"
Spirits,Other Spirits,Ready to Mix Cocktails,"$714,083","$564,976","$470,140","$622,660","$635,691"
Spirits,Other Spirits,Ready to Serve Cocktails,"$673,422","$816,150","$463,528","$602,519","$606,962"
Spirits,Other Spirits,Schnapps and Akvavit,"$79,136","$88,231","$65,901","$62,132","$62,501"
Spirits,Rum,Amber Rum,"$5,417,327","$7,917,532","$4,480,190","$5,036,021","$5,413,021"
Spirits,Rum,Dark Rum,"$2,684,784","$4,266,712","$2,402,687","$2,635,156","$2,602,399"
Spirits,Rum,Flavoured Rum,"$387,325","$235,323","$306,034","$304,393","$306,798"
Spirits,Rum,Spiced Rum,"$7,453,368","$12,417,183","$5,889,825","$6,664,663","$7,545,539"
Spirits,Rum,White Rum,"$7,933,901","$9,195,895","$5,453,713","$7,426,747","$7,587,408"
Spirits,Tequila,Blanco/Silver Tequila,"$3,365,841","$2,656,467","$2,500,945","$3,452,760","$3,628,460"
Spirits,Tequila,Flavoured Tequila,"$147,876","$95,238","$89,965","$142,782","$133,443"
Spirits,Tequila,Gold Tequila,"$6,570,037","$5,294,931","$4,657,649","$6,568,615","$6,812,422"
Spirits,Tequila,Mezcal,"$138,155","$161,124","$160,246","$254,128","$318,832"
Spirits,Vodka,Flavoured Vodka,"$3,821,370","$3,869,027","$2,772,300","$3,678,984","$3,741,111"
Spirits,Vodka,Straight Vodka,"$53,991,866","$56,159,965","$43,605,546","$52,780,485","$55,311,350"
Spirits,Whisky,American Whiskey,"$2,456,351","$3,321,053","$2,175,409","$2,241,388","$2,479,423"
Spirits,Whisky,Blended Malt Scotch Whisky,"$100,356","$195,456","$170,259","$122,748","$112,096"
Spirits,Whisky,Blended Scotch Whisky,"$7,051,331","$9,165,236","$6,670,483","$7,067,909","$6,616,791"
Spirits,Whisky,Bourbon Whiskey,"$3,198,343","$4,705,983","$3,475,506","$3,470,701","$3,523,370"
Spirits,Whisky,Canadian Whisky,"$26,038,107","$34,454,456","$22,602,354","$26,725,261","$26,794,031"
Spirits,Whisky,Flavoured Whisky,"$13,876","$82,386","$213,685","$19,724","$21,170"
Spirits,Whisky,Irish Whiskey,"$2,991,885","$4,683,313","$4,032,329","$3,123,830","$3,522,086"
Spirits,Whisky,Other Country Whisky,"$569,128","$1,024,263","$703,199","$687,712","$851,572"
Spirits,Whisky,Single Malt Scotch Whisky,"$8,430,692","$16,861,073","$8,112,342","$8,525,350","$7,799,737"
