cat_type,category,subcategory,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4
Spirits,Other Spirits,Moonshine Spirits,"6,607","6,974","8,331","8,766","4,757"
Spirits,Other Spirits,Ready to Mix Cocktails,"22,919","30,862","31,639","23,977","21,631"
Spirits,Other Spirits,Ready to Serve Cocktails,"16,750","27,100","25,140","26,395","13,952"
Spirits,Other Spirits,Schnapps and Akvavit,"1,760","1,518","1,600","2,176","1,126"
Spirits,Rum,Amber Rum,"164,286","183,988","200,798","298,411","163,991"
Spirits,Rum,Dark Rum,"92,154","101,140","98,938","155,904","88,059"
Spirits,Rum,Flavoured Rum,"12,501","12,676","12,736","14,123","8,874"
Spirits,Rum,Spiced Rum,"208,228","240,137","272,192","433,466","208,884"
Spirits,Rum,White Rum,"226,383","312,220","321,004","353,357","231,896"
Spirits,Tequila,Blanco/Silver Tequila,"61,348","90,858","98,054","79,307","70,951"
Spirits,Tequila,Flavoured Tequila,"2,224","3,646","3,550","2,845","2,660"
Spirits,Tequila,Gold Tequila,"126,999","183,950","190,804","151,721","125,555"
Spirits,Tequila,Mezcal,"4,232","5,035","5,145","5,866","5,524"
Spirits,Vodka,Flavoured Vodka,"100,278","138,586","139,949","129,802","96,026"
Spirits,Vodka,Straight Vodka,"1,741,404","2,113,018","2,205,669","2,268,403","1,782,664"
Spirits,Whisky,American Whiskey,"62,894","66,946","71,604","82,028","71,479"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,056","1,506","1,569","2,835","2,020"
Spirits,Whisky,Blended Scotch Whisky,"226,738","242,974","221,138","306,905","221,364"
Spirits,Whisky,Bourbon Whiskey,"92,219","91,616","92,681","118,056","86,974"
Spirits,Whisky,Canadian Whisky,"907,759","1,071,651","1,075,848","1,354,913","929,678"
Spirits,Whisky,Flavoured Whisky,"7,847",723,739,"14,522","7,311"
Spirits,Whisky,Irish Whiskey,"115,413","88,955","100,793","150,627","123,609"
Spirits,Whisky,Other Country Whisky,"8,233","8,945","11,487","15,989","11,598"
Spirits,Whisky,Single Malt Scotch Whisky,"103,089","114,979","106,969","189,590","113,990"
