cat_type,category,subcategory,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"34,644,879","45,863,188","44,663,326","40,405,171","33,694,297"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"5,291,326","7,087,158","7,495,609","6,375,805","6,470,437"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"8,058,635","11,249,830","11,573,760","10,070,368","8,653,556"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"2,679,738","5,064,420","4,955,907","3,307,105","3,512,277"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"28,916","43,956","44,321","37,382","38,086"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"548,832","665,917","581,963","574,596","516,827"
Beer,Import Beer,Asia And South Pacific Beer,"314,794","374,048","407,159","360,137","342,862"
Beer,Import Beer,Europe Beer,"5,161,177","6,483,650","6,604,549","6,104,546","5,478,262"
Beer,Import Beer,Mexico And Caribbean Beer,"1,360,640","2,766,848","3,076,950","1,587,963","1,519,411"
Beer,Import Beer,Other Country Beer,"10,267","13,903","16,644","21,937","37,674"
Beer,Import Beer,USA Beer,"2,312,126","3,411,694","3,622,088","2,713,701","1,636,347"
