cat_type,category,subcategory,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3
Spirits,Other Spirits,Moonshine Spirits,"8,764","4,757","7,222","8,652","9,004"
Spirits,Other Spirits,Ready to Mix Cocktails,"23,977","21,631","27,596","30,251","22,110"
Spirits,Other Spirits,Ready to Serve Cocktails,"26,395","13,952","24,329","32,935","30,754"
Spirits,Other Spirits,Schnapps and Akvavit,"2,188","1,141","1,430","1,511","1,892"
Spirits,Rum,Amber Rum,"298,411","163,991","187,044","203,283","272,315"
Spirits,Rum,Dark Rum,"155,904","88,059","99,227","98,181","151,273"
Spirits,Rum,Flavoured Rum,"14,123","8,874","15,491","12,582","9,329"
Spirits,Rum,Spiced Rum,"433,466","208,884","233,208","268,047","435,824"
Spirits,Rum,White Rum,"353,357","231,896","301,284","317,002","329,249"
Spirits,Tequila,Blanco/Silver Tequila,"79,568","71,201","111,303","123,793","88,620"
Spirits,Tequila,Flavoured Tequila,"2,845","2,660","4,190","4,558","3,466"
Spirits,Tequila,Gold Tequila,"151,775","125,595","187,873","198,352","156,412"
Spirits,Tequila,Mezcal,"5,552","5,234","5,812","7,067","7,521"
Spirits,Vodka,Flavoured Vodka,"128,406","94,514","163,371","140,963","199,633"
Spirits,Vodka,Straight Vodka,"2,268,429","1,782,797","2,170,340","2,225,570","2,255,542"
Spirits,Whisky,American Whiskey,"79,102","64,987","58,152","65,811","80,178"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,835","2,020","2,317","2,257","4,430"
Spirits,Whisky,Blended Scotch Whisky,"306,905","221,364","251,667","240,211","296,607"
Spirits,Whisky,Bourbon Whiskey,"120,982","93,465","94,620","101,065","133,299"
Spirits,Whisky,Canadian Whisky,"1,354,922","929,699","1,107,331","1,098,944","1,329,051"
Spirits,Whisky,Flavoured Whisky,"14,522","7,311","12,200","17,199","21,453"
Spirits,Whisky,Irish Whiskey,"150,627","123,609","93,448","116,079","159,335"
Spirits,Whisky,Other Country Whisky,"15,989","11,598","12,041","12,356","16,166"
Spirits,Whisky,Single Malt Scotch Whisky,"189,590","113,990","119,342","116,106","192,675"
