cat_type,category,subcategory,period,netsales
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,Fiscal 2022/23 Q2,2644
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,Fiscal 2022/23 Q3,7312
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,Fiscal 2022/23 Q4,7141
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,Fiscal 2023/24 Q1,2674
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,Fiscal 2023/24 Q2,2442
Wine,Portugal Wine,Portugal Red Wine,Fiscal 2022/23 Q2,810466
Wine,Portugal Wine,Portugal Red Wine,Fiscal 2022/23 Q3,1484836
Wine,Portugal Wine,Portugal Red Wine,Fiscal 2022/23 Q4,1048667
Wine,Portugal Wine,Portugal Red Wine,Fiscal 2023/24 Q1,1164841
Wine,Portugal Wine,Portugal Red Wine,Fiscal 2023/24 Q2,1129249
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q2,241580
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q3,212350
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q4,143574
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2023/24 Q1,272173
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2023/24 Q2,284590
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q2,6806
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q3,14844
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q4,7053
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2023/24 Q1,13818
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2023/24 Q2,7307
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q2,723948
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q3,593279
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q4,455033
Wine,Portugal Wine,Portugal White Wine,Fiscal 2023/24 Q1,799821
Wine,Portugal Wine,Portugal White Wine,Fiscal 2023/24 Q2,811388
Wine,Sake,Japan Sake,Fiscal 2022/23 Q2,1857108
Wine,Sake,Japan Sake,Fiscal 2022/23 Q3,2904021
Wine,Sake,Japan Sake,Fiscal 2022/23 Q4,2436284
Wine,Sake,Japan Sake,Fiscal 2023/24 Q1,2268546
Wine,Sake,Japan Sake,Fiscal 2023/24 Q2,2179934
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q2,74395
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q3,71041
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q4,73575
Wine,Sake,Other Country Sake,Fiscal 2023/24 Q1,68646
Wine,Sake,Other Country Sake,Fiscal 2023/24 Q2,100821
Wine,Sake,USA Sake,Fiscal 2022/23 Q2,561809
Wine,Sake,USA Sake,Fiscal 2022/23 Q3,869477
Wine,Sake,USA Sake,Fiscal 2022/23 Q4,783209
Wine,Sake,USA Sake,Fiscal 2023/24 Q1,670768
Wine,Sake,USA Sake,Fiscal 2023/24 Q2,597269
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q3,719
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q4,719
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2023/24 Q1,11000
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2023/24 Q2,4789
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q2,671559
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q3,1251824
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q4,896443
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2023/24 Q1,839016
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2023/24 Q2,829879
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q2,78448
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q3,48010
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q4,60148
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2023/24 Q1,114470
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2023/24 Q2,125753
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q2,1293
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q3,3197
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q4,5930
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2023/24 Q1,2527
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2023/24 Q2,2998
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q2,827449
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q3,1218936
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q4,1005358
Wine,South Africa Wine,South Africa White Wine,Fiscal 2023/24 Q1,1145336
Wine,South Africa Wine,South Africa White Wine,Fiscal 2023/24 Q2,1158240
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q2,6304
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q3,11224
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q4,13592
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2023/24 Q1,13176
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2023/24 Q2,14192
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q2,2912127
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q3,5026320
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q4,3682968
Wine,Spain Wine,Spain Red Wine,Fiscal 2023/24 Q1,3404794
Wine,Spain Wine,Spain Red Wine,Fiscal 2023/24 Q2,3197428
Wine,Spain Wine,Spain Rose Wine,Fiscal 2022/23 Q2,228484
Wine,Spain Wine,Spain Rose Wine,Fiscal 2022/23 Q3,115516
Wine,Spain Wine,Spain Rose Wine,Fiscal 2022/23 Q4,114558
Wine,Spain Wine,Spain Rose Wine,Fiscal 2023/24 Q1,259645
Wine,Spain Wine,Spain Rose Wine,Fiscal 2023/24 Q2,291627
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2022/23 Q2,1288884
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2022/23 Q3,2272985
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2022/23 Q4,979751
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2023/24 Q1,1318251
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2023/24 Q2,1402612
Wine,Spain Wine,Spain White Wine,Fiscal 2022/23 Q2,445423
Wine,Spain Wine,Spain White Wine,Fiscal 2022/23 Q3,430806
Wine,Spain Wine,Spain White Wine,Fiscal 2022/23 Q4,409071
Wine,Spain Wine,Spain White Wine,Fiscal 2023/24 Q1,504223
Wine,Spain Wine,Spain White Wine,Fiscal 2023/24 Q2,524502
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2022/23 Q2,226
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2022/23 Q3,17830
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2022/23 Q4,343
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2023/24 Q1,871
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2023/24 Q2,3813
Wine,USA Wine,USA Red Wine,Fiscal 2022/23 Q2,19312911
Wine,USA Wine,USA Red Wine,Fiscal 2022/23 Q3,38948792
Wine,USA Wine,USA Red Wine,Fiscal 2022/23 Q4,22126114
Wine,USA Wine,USA Red Wine,Fiscal 2023/24 Q1,24822947
Wine,USA Wine,USA Red Wine,Fiscal 2023/24 Q2,23384390
Wine,USA Wine,USA Rose Wine,Fiscal 2022/23 Q2,1334048
Wine,USA Wine,USA Rose Wine,Fiscal 2022/23 Q3,1141452
Wine,USA Wine,USA Rose Wine,Fiscal 2022/23 Q4,845714
Wine,USA Wine,USA Rose Wine,Fiscal 2023/24 Q1,1267863
Wine,USA Wine,USA Rose Wine,Fiscal 2023/24 Q2,1188933
Wine,USA Wine,USA Sparkling Wine,Fiscal 2022/23 Q2,174706
Wine,USA Wine,USA Sparkling Wine,Fiscal 2022/23 Q3,370876
Wine,USA Wine,USA Sparkling Wine,Fiscal 2022/23 Q4,211417
Wine,USA Wine,USA Sparkling Wine,Fiscal 2023/24 Q1,175506
Wine,USA Wine,USA Sparkling Wine,Fiscal 2023/24 Q2,153019
Wine,USA Wine,USA White Wine,Fiscal 2022/23 Q2,6287968
Wine,USA Wine,USA White Wine,Fiscal 2022/23 Q3,8015283
Wine,USA Wine,USA White Wine,Fiscal 2022/23 Q4,5315782
Wine,USA Wine,USA White Wine,Fiscal 2023/24 Q1,7026159
Wine,USA Wine,USA White Wine,Fiscal 2023/24 Q2,6963030
