cat_type,category,subcategory,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$108,601,191","$99,934,832","$124,665,544","$133,049,459","$106,716,821"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$34,252,795","$32,146,798","$42,378,041","$45,271,941","$34,862,348"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$44,270,736","$39,928,382","$52,578,641","$54,278,578","$44,447,789"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$32,640,414","$29,080,148","$45,380,398","$50,641,555","$31,964,245"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$152,018","$100,512","$193,925","$282,228","$156,365"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$617,698","$586,235","$770,746","$820,689","$661,215"
Beer,Import Beer,Asia And South Pacific Beer,"$1,463,254","$1,408,959","$1,808,571","$1,376,746","$1,745,351"
Beer,Import Beer,Europe Beer,"$18,990,913","$18,447,511","$22,697,308","$20,748,876","$21,097,156"
Beer,Import Beer,Mexico And Caribbean Beer,"$1,892,636","$2,131,294","$3,533,831","$3,701,687","$2,002,692"
Beer,Import Beer,Other Country Beer,"$83,450","$38,683","$25,964","$21,482","$16,526"
Beer,Import Beer,USA Beer,"$1,417,354","$1,381,088","$1,912,419","$2,120,379","$1,523,818"
