cat_type,category,subcategory,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$134,200,128","$116,201,396","$106,865,410","$136,269,988","$136,074,594"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$37,182,531","$31,265,239","$30,711,916","$36,317,481","$41,814,323"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$49,601,694","$42,297,742","$39,498,168","$46,096,418","$49,134,064"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$22,740,213","$17,324,017","$16,986,058","$27,028,828","$26,531,658"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$215,726","$132,335","$133,827","$108,008","$166,720"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$1,569,430","$1,350,677","$1,123,212","$921,487","$1,189,294"
Beer,Import Beer,Asia And South Pacific Beer,"$1,841,561","$1,592,319","$1,452,004","$1,060,095","$1,354,920"
Beer,Import Beer,Europe Beer,"$27,818,395","$26,669,052","$22,639,750","$25,284,345","$27,522,356"
Beer,Import Beer,Mexico And Caribbean Beer,"$15,501,341","$9,559,267","$9,188,582","$15,498,186","$18,750,155"
Beer,Import Beer,Other Country Beer,"$115,957","$80,217","$72,405","$54,429","$61,143"
Beer,Import Beer,USA Beer,"$6,753,548","$5,069,911","$2,347,102","$2,364,384","$2,036,318"
