cat_type,category,subcategory,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$129,414,971","$123,665,089","$108,630,190","$99,931,162","$124,642,669"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$41,395,426","$43,029,928","$34,145,945","$32,071,126","$42,103,560"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$51,256,733","$49,852,157","$44,349,207","$39,984,856","$52,498,243"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$46,994,831","$46,494,521","$32,639,758","$29,080,273","$45,377,415"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$202,738","$197,529","$152,018","$100,512","$193,207"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$809,845","$796,307","$617,698","$585,965","$766,928"
Beer,Import Beer,Asia And South Pacific Beer,"$1,243,069","$1,397,488","$1,463,254","$1,408,959","$1,808,349"
Beer,Import Beer,Europe Beer,"$21,474,864","$21,251,444","$18,990,817","$18,447,534","$22,695,273"
Beer,Import Beer,Mexico And Caribbean Beer,"$3,689,701","$3,548,843","$1,892,636","$2,131,294","$3,534,009"
Beer,Import Beer,Other Country Beer,"$117,914","$114,274","$83,505","$38,683","$26,074"
Beer,Import Beer,USA Beer,"$2,078,953","$1,580,486","$1,417,490","$1,381,088","$1,910,206"
