cat_type,category,subcategory,period,netsales
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2016/17 Q3,136397367
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2016/17 Q4,117900067
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2017/18 Q1,157995201
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2017/18 Q2,152854732
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2017/18 Q3,137854660
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2016/17 Q3,23504878
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2016/17 Q4,23434109
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2017/18 Q1,31900068
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2017/18 Q2,33671600
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2017/18 Q3,29721470
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2016/17 Q3,33027188
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2016/17 Q4,28837523
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2017/18 Q1,40035320
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2017/18 Q2,40848995
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2017/18 Q3,35055735
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2016/17 Q3,10303559
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2016/17 Q4,9485975
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2017/18 Q1,18313867
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2017/18 Q2,17929785
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2017/18 Q3,11892845
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2016/17 Q3,191028
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2016/17 Q4,198394
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2017/18 Q1,309283
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2017/18 Q2,323903
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2017/18 Q3,272974
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2016/17 Q3,2205595
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2016/17 Q4,2016810
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2017/18 Q1,2523052
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2017/18 Q2,2217162
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2017/18 Q3,2242136
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2016/17 Q3,1546861
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2016/17 Q4,1536704
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2017/18 Q1,1793519
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2017/18 Q2,1953642
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2017/18 Q3,1736419
Beer,Import Beer,Europe Beer,Fiscal 2016/17 Q3,26324326
Beer,Import Beer,Europe Beer,Fiscal 2016/17 Q4,23253426
Beer,Import Beer,Europe Beer,Fiscal 2017/18 Q1,29106745
Beer,Import Beer,Europe Beer,Fiscal 2017/18 Q2,29339648
Beer,Import Beer,Europe Beer,Fiscal 2017/18 Q3,27699219
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2016/17 Q3,7560001
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2016/17 Q4,7183299
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2017/18 Q1,14359677
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2017/18 Q2,15844121
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2017/18 Q3,8396993
Beer,Import Beer,Other Country Beer,Fiscal 2016/17 Q3,48495
Beer,Import Beer,Other Country Beer,Fiscal 2016/17 Q4,47385
Beer,Import Beer,Other Country Beer,Fiscal 2017/18 Q1,65728
Beer,Import Beer,Other Country Beer,Fiscal 2017/18 Q2,74183
Beer,Import Beer,Other Country Beer,Fiscal 2017/18 Q3,98138
Beer,Import Beer,USA Beer,Fiscal 2016/17 Q3,10722619
Beer,Import Beer,USA Beer,Fiscal 2016/17 Q4,9871585
Beer,Import Beer,USA Beer,Fiscal 2017/18 Q1,14442220
Beer,Import Beer,USA Beer,Fiscal 2017/18 Q2,15324818
Beer,Import Beer,USA Beer,Fiscal 2017/18 Q3,11586291
