cat_type,category,subcategory,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$121,194,549","$162,836,804","$156,383,482","$136,408,637","$118,087,428"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$19,051,360","$24,645,680","$25,840,980","$23,493,563","$23,336,671"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$27,164,307","$36,157,449","$37,595,779","$32,993,606","$28,629,835"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$10,875,776","$18,455,619","$18,575,862","$10,307,025","$9,500,201"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$186,476","$266,712","$260,430","$191,845","$198,884"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,304,096","$2,560,056","$2,514,621","$2,205,595","$2,014,013"
Beer,Import Beer,Asia And South Pacific Beer,"$1,476,216","$1,816,808","$1,848,068","$1,546,861","$1,534,753"
Beer,Import Beer,Europe Beer,"$23,421,426","$28,612,964","$28,922,726","$26,393,812","$23,397,861"
Beer,Import Beer,Mexico And Caribbean Beer,"$7,442,899","$13,960,348","$15,019,939","$7,577,561","$7,203,113"
Beer,Import Beer,Other Country Beer,"$46,977","$58,474","$56,119","$48,495","$47,385"
Beer,Import Beer,USA Beer,"$10,446,022","$14,073,717","$14,998,898","$10,723,643","$9,871,023"
