cat_type,category,subcategory,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3
Spirits,Other Spirits,Moonshine Spirits,"$400,459","$220,391","$386,964","$444,380","$411,662"
Spirits,Other Spirits,Ready to Mix Cocktails,"$455,267","$438,254","$397,969","$514,595","$380,780"
Spirits,Other Spirits,Ready to Serve Cocktails,"$875,285","$551,880","$1,049,488","$1,386,001","$1,129,056"
Spirits,Other Spirits,Schnapps and Akvavit,"$77,936","$58,270","$53,130","$66,444","$87,797"
Spirits,Rum,Amber Rum,"$7,618,934","$5,175,936","$6,139,899","$6,234,195","$8,797,398"
Spirits,Rum,Dark Rum,"$4,081,241","$2,845,892","$2,826,254","$2,771,603","$4,261,026"
Spirits,Rum,Flavoured Rum,"$241,962","$242,708","$818,329","$601,362","$838,093"
Spirits,Rum,Spiced Rum,"$12,280,914","$6,678,254","$7,742,164","$7,953,711","$13,632,534"
Spirits,Rum,White Rum,"$7,815,262","$6,232,424","$7,537,031","$7,585,746","$7,503,046"
Spirits,Tequila,Blanco/Silver Tequila,"$3,806,631","$3,632,968","$5,043,109","$5,652,830","$4,160,969"
Spirits,Tequila,Flavoured Tequila,"$133,560","$137,741","$237,141","$277,547","$205,423"
Spirits,Tequila,Gold Tequila,"$6,568,897","$5,477,409","$8,088,854","$9,353,952","$6,983,836"
Spirits,Tequila,Mezcal,"$513,936","$445,504","$587,008","$634,364","$617,929"
Spirits,Vodka,Flavoured Vodka,"$6,342,966","$4,699,419","$9,141,332","$7,357,098","$5,524,741"
Spirits,Vodka,Straight Vodka,"$57,374,983","$51,104,744","$57,446,398","$58,611,470","$57,688,624"
Spirits,Whisky,American Whiskey,"$2,860,535","$2,082,319","$2,402,183","$2,284,602","$3,096,197"
Spirits,Whisky,Blended Malt Scotch Whisky,"$392,390","$182,639","$228,830","$163,772","$297,439"
Spirits,Whisky,Blended Scotch Whisky,"$9,667,547","$7,488,015","$7,916,476","$6,972,812","$10,350,671"
Spirits,Whisky,Bourbon Whiskey,"$5,366,838","$4,092,620","$4,396,686","$4,249,826","$6,623,323"
Spirits,Whisky,Canadian Whisky,"$34,648,372","$26,169,842","$30,794,521","$28,221,535","$36,699,362"
Spirits,Whisky,Flavoured Whisky,"$360,617","$58,451","$50,787","$271,651","$460,659"
Spirits,Whisky,Irish Whiskey,"$5,910,416","$5,168,852","$3,831,866","$4,289,107","$6,826,775"
Spirits,Whisky,Other Country Whisky,"$1,399,644","$1,230,819","$980,632","$1,210,872","$1,985,335"
Spirits,Whisky,Single Malt Scotch Whisky,"$16,331,884","$8,749,041","$9,921,108","$8,913,831","$20,265,769"
