cat_type,category,subcategory,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4
Spirits,Other Spirits,Moonshine Spirits,"4,757","7,231","8,674","9,063","5,331"
Spirits,Other Spirits,Ready to Mix Cocktails,"21,631","27,596","30,251","22,110","21,536"
Spirits,Other Spirits,Ready to Serve Cocktails,"13,952","24,329","32,935","30,754","20,616"
Spirits,Other Spirits,Schnapps and Akvavit,"1,141","1,430","1,511","1,898","1,303"
Spirits,Rum,Amber Rum,"163,991","187,044","203,283","272,315","188,282"
Spirits,Rum,Dark Rum,"88,059","99,227","98,181","151,273","108,332"
Spirits,Rum,Flavoured Rum,"8,874","15,491","12,582","9,329","9,618"
Spirits,Rum,Spiced Rum,"208,884","233,208","268,047","435,824","233,022"
Spirits,Rum,White Rum,"231,896","301,284","317,002","329,249","263,905"
Spirits,Tequila,Blanco/Silver Tequila,"71,201","111,303","123,793","88,620","87,649"
Spirits,Tequila,Flavoured Tequila,"2,660","4,190","4,558","3,466","3,479"
Spirits,Tequila,Gold Tequila,"125,595","187,873","198,352","156,412","133,455"
Spirits,Tequila,Mezcal,"5,234","5,812","7,067","7,521","6,351"
Spirits,Vodka,Flavoured Vodka,"106,560","182,445","159,852","217,916","162,080"
Spirits,Vodka,Straight Vodka,"1,786,333","2,175,470","2,230,080","2,260,297","2,043,676"
Spirits,Whisky,American Whiskey,"64,987","58,152","65,811","80,178","60,539"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,020","2,317","2,257","4,430","2,770"
Spirits,Whisky,Blended Scotch Whisky,"221,364","251,667","240,211","296,607","253,533"
Spirits,Whisky,Bourbon Whiskey,"93,465","94,620","101,065","133,299","105,811"
Spirits,Whisky,Canadian Whisky,"929,699","1,107,329","1,098,944","1,329,121","1,010,333"
Spirits,Whisky,Flavoured Whisky,"7,311","12,200","17,199","21,453","14,487"
Spirits,Whisky,Irish Whiskey,"123,609","93,448","116,079","159,335","141,076"
Spirits,Whisky,Other Country Whisky,"11,598","12,041","12,356","16,166","14,352"
Spirits,Whisky,Single Malt Scotch Whisky,"113,990","119,342","116,106","192,675","110,898"
