cat_type,category,subcategory,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4
Wine,Sake,USA Sake,"$831,162","$631,453","$661,681","$793,771","$771,547"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,395,284","$1,215,600","$1,441,352","$1,675,724","$1,479,540"
Wine,South Africa Wine,South Africa Rose Wine,"$2,670","$76,789","$71,754","$5,559","$1,453"
Wine,South Africa Wine,South Africa Sparkling Wine,"$28,076","$33,169","$28,001","$14,556","$4,324"
Wine,South Africa Wine,South Africa White Wine,"$875,223","$1,031,360","$1,111,788","$1,219,491","$1,041,638"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$16,765","$14,052","$4,438","$7,153","$7,390"
Wine,Spain Wine,Spain Red Wine,"$5,158,809","$3,856,715","$4,505,777","$5,766,660","$4,453,924"
Wine,Spain Wine,Spain Rose Wine,"$129,143","$259,067","$331,154","$122,453","$113,682"
Wine,Spain Wine,Spain Sparkling Wine,"$867,430","$1,140,121","$1,180,780","$2,038,439","$810,178"
Wine,Spain Wine,Spain White Wine,"$901,460","$401,368","$556,468","$534,862","$507,901"
Wine,USA Wine,USA Fruit and Dessert Wine,"$3,697","$1,227","$1,787",$936,$426
Wine,USA Wine,USA Red Wine,"$20,131,938","$20,554,019","$20,078,652","$29,359,886","$20,214,792"
Wine,USA Wine,USA Rose Wine,"$1,058,760","$1,490,646","$1,444,181","$1,161,230","$1,038,125"
Wine,USA Wine,USA Sparkling Wine,"$266,901","$342,735","$375,939","$602,245","$299,391"
Wine,USA Wine,USA White Wine,"$5,885,145","$6,603,975","$7,484,748","$7,048,748","$5,765,586"
