cat_type,category,subcategory,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1
Wine,Portugal Wine,Portugal White Wine,"$587,000","$613,411","$429,220","$428,011","$642,663"
Wine,Sake,Japan Sake,"$1,353,643","$1,520,573","$1,577,970","$1,565,558","$1,114,793"
Wine,Sake,Other Country Sake,"$86,621","$96,654","$77,154","$70,072","$55,112"
Wine,Sake,USA Sake,"$653,327","$679,113","$785,341","$789,081","$532,065"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,461,248","$1,299,850","$1,616,418","$1,517,649","$1,232,982"
Wine,South Africa Wine,South Africa Rose Wine,"$137,027","$49,656","$16,409","$5,813","$102,750"
Wine,South Africa Wine,South Africa Sparkling Wine,"$3,423","$3,249","$5,841","$6,315","$5,280"
Wine,South Africa Wine,South Africa White Wine,"$1,163,886","$1,205,157","$997,174","$929,089","$942,671"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$7,985","$8,974","$10,971","$5,944","$6,542"
Wine,Spain Wine,Spain Red Wine,"$4,873,575","$4,225,827","$5,661,312","$4,748,261","$4,680,129"
Wine,Spain Wine,Spain Rose Wine,"$277,534","$380,348","$204,800","$298,931","$438,121"
Wine,Spain Wine,Spain Sparkling Wine,"$1,162,744","$1,211,094","$1,913,333","$889,053","$936,605"
Wine,Spain Wine,Spain White Wine,"$722,917","$655,903","$644,781","$598,335","$619,713"
Wine,USA Wine,USA Fruit and Dessert Wine,$170,$802,"$1,178",$888,$530
Wine,USA Wine,USA Red Wine,"$21,765,527","$20,378,558","$32,134,998","$21,257,991","$22,375,293"
Wine,USA Wine,USA Rose Wine,"$1,950,084","$1,288,045","$1,181,252","$1,068,972","$1,919,131"
Wine,USA Wine,USA Sparkling Wine,"$331,426","$298,496","$447,538","$248,295","$232,437"
Wine,USA Wine,USA White Wine,"$6,633,612","$6,600,822","$6,663,190","$5,873,458","$6,770,335"
