cat_type,category,subcategory,period,litres
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2023/24 Q1,32949698
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2023/24 Q2,32780248
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2023/24 Q3,27101739
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2023/24 Q4,25170958
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2024/25 Q1,30186217
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2023/24 Q1,7978696
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2023/24 Q2,8274008
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2023/24 Q3,6396963
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2023/24 Q4,5966913
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2024/25 Q1,7319781
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2023/24 Q1,14027414
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2023/24 Q2,14187206
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2023/24 Q3,12145945
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2023/24 Q4,11192145
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2024/25 Q1,14275066
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2023/24 Q1,10272647
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2023/24 Q2,10709893
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2023/24 Q3,7473547
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2023/24 Q4,7020612
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2024/25 Q1,10427895
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2023/24 Q1,20846
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2023/24 Q2,25842
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2023/24 Q3,27516
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2023/24 Q4,12554
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2024/25 Q1,16810
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2023/24 Q1,209143
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2023/24 Q2,216221
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2023/24 Q3,160951
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2023/24 Q4,115269
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2024/25 Q1,142413
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2023/24 Q1,281279
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2023/24 Q2,299035
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2023/24 Q3,272880
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2023/24 Q4,276393
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2024/25 Q1,301859
Beer,Import Beer,Europe Beer,Fiscal 2023/24 Q1,4179852
Beer,Import Beer,Europe Beer,Fiscal 2023/24 Q2,4098331
Beer,Import Beer,Europe Beer,Fiscal 2023/24 Q3,3529702
Beer,Import Beer,Europe Beer,Fiscal 2023/24 Q4,3016290
Beer,Import Beer,Europe Beer,Fiscal 2024/25 Q1,3345475
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2023/24 Q1,482359
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2023/24 Q2,592872
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2023/24 Q3,325049
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2023/24 Q4,342183
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2024/25 Q1,493226
Beer,Import Beer,Other Country Beer,Fiscal 2023/24 Q1,102199
Beer,Import Beer,Other Country Beer,Fiscal 2023/24 Q2,104708
Beer,Import Beer,Other Country Beer,Fiscal 2023/24 Q3,98997
Beer,Import Beer,Other Country Beer,Fiscal 2023/24 Q4,97882
Beer,Import Beer,Other Country Beer,Fiscal 2024/25 Q1,102750
Beer,Import Beer,USA Beer,Fiscal 2023/24 Q1,368696
Beer,Import Beer,USA Beer,Fiscal 2023/24 Q2,136841
Beer,Import Beer,USA Beer,Fiscal 2023/24 Q3,97192
Beer,Import Beer,USA Beer,Fiscal 2023/24 Q4,70722
Beer,Import Beer,USA Beer,Fiscal 2024/25 Q1,104588
