cat_type,category,subcategory,period,netsales
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q1,19135143
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q2,22269624
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q3,14142953
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q4,12644549
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2021/22 Q1,19696190
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q1,3673577
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q2,3226034
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q3,2175650
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q4,2161834
Refreshment Beverages,Cider,Import Cider,Fiscal 2021/22 Q1,3460849
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q1,462601
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q2,536419
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q3,218016
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q4,2376873
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2021/22 Q1,2261202
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q1,92357851
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q2,103866719
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q3,52998183
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q4,57637196
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2021/22 Q1,104590334
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q1,1398378
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q2,1537380
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q3,960123
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q4,1014476
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2021/22 Q1,2315235
