cat_type,category,subcategory,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4
Wine,Portugal Wine,Portugal Rose Wine,"$169,802","$218,555","$241,580","$212,350","$143,574"
Wine,Portugal Wine,Portugal Sparkling Wine,"$6,599","$5,376","$6,806","$14,844","$7,053"
Wine,Portugal Wine,Portugal White Wine,"$441,242","$724,244","$723,948","$593,279","$455,033"
Wine,Sake,Japan Sake,"$1,932,075","$2,510,194","$1,850,898","$2,893,772","$2,428,042"
Wine,Sake,Other Country Sake,"$52,806","$72,010","$74,395","$71,041","$73,575"
Wine,Sake,USA Sake,"$763,237","$758,017","$561,809","$869,477","$783,209"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,"$11,558",$0,$0,$719,$719
Wine,South Africa Wine,South Africa Red Wine,"$907,775","$989,847","$671,559","$1,251,824","$896,443"
Wine,South Africa Wine,South Africa Rose Wine,"$44,918","$119,208","$78,448","$48,010","$60,148"
Wine,South Africa Wine,South Africa Sparkling Wine,"$9,006","$2,462","$1,293","$3,197","$5,930"
Wine,South Africa Wine,South Africa White Wine,"$849,550","$1,088,149","$827,449","$1,218,936","$1,005,358"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$14,440","$10,007","$6,304","$11,224","$13,592"
Wine,Spain Wine,Spain Red Wine,"$4,336,035","$3,995,770","$2,912,127","$5,026,320","$3,682,968"
Wine,Spain Wine,Spain Rose Wine,"$191,567","$262,237","$228,484","$115,516","$114,558"
Wine,Spain Wine,Spain Sparkling Wine,"$937,102","$1,221,545","$1,288,884","$2,272,985","$979,751"
Wine,Spain Wine,Spain White Wine,"$448,544","$554,550","$445,423","$430,806","$409,071"
Wine,USA Wine,USA Fruit and Dessert Wine,$276,$276,$226,"$17,830",$343
Wine,USA Wine,USA Red Wine,"$23,962,111","$28,932,386","$19,312,911","$38,948,792","$22,126,114"
Wine,USA Wine,USA Rose Wine,"$990,854","$1,319,739","$1,334,048","$1,141,452","$845,714"
Wine,USA Wine,USA Sparkling Wine,"$182,550","$228,336","$174,706","$370,876","$211,417"
Wine,USA Wine,USA White Wine,"$5,414,911","$7,367,769","$6,287,968","$8,015,283","$5,315,782"
