cat_type,category,subcategory,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2
Refreshment Beverages,Cider,Domestic Cider,"4,429,515","3,043,701","3,072,653","4,511,156","4,948,655"
Refreshment Beverages,Cider,Import Cider,"1,177,944","738,390","723,799","872,614","760,402"
Refreshment Beverages,Coolers,Malt-Based Coolers,"106,680","33,618","38,312","94,755","108,705"
Refreshment Beverages,Coolers,Spirit Coolers,"14,867,931","8,637,393","9,813,719","20,515,535","22,883,637"
Refreshment Beverages,Coolers,Wine/Fruit Coolers,"180,708","108,038","123,136","223,814","245,145"
